month,year,kraj,monthly_min_wage
november,2014,MSK,8500
november,2014,LBK,8500
december,2014,PHA,8500
december,2014,HKK,8500
december,2014,STC,8500
december,2014,PAK,8500
december,2014,VYS,8500
december,2014,JHC,8500
december,2014,JHM,8500
december,2014,PLK,8500
december,2014,OLK,8500
december,2014,KVK,8500
december,2014,ZLK,8500
december,2014,ULK,8500
december,2014,MSK,8500
december,2014,LBK,8500
january,2015,PHA,9200
january,2015,HKK,9200
january,2015,STC,9200
january,2015,PAK,9200
january,2015,VYS,9200
january,2015,JHC,9200
january,2015,JHM,9200
january,2015,PLK,9200
january,2015,OLK,9200
january,2015,KVK,9200
january,2015,ZLK,9200
january,2015,ULK,9200
january,2015,MSK,9200
january,2015,LBK,9200
february,2015,PHA,9200
february,2015,HKK,9200
february,2015,STC,9200
february,2015,PAK,9200
february,2015,VYS,9200
february,2015,JHC,9200
february,2015,JHM,9200
february,2015,PLK,9200
february,2015,OLK,9200
february,2015,KVK,9200
february,2015,ZLK,9200
february,2015,ULK,9200
february,2015,MSK,9200
february,2015,LBK,9200
march,2015,PHA,9200
march,2015,HKK,9200
march,2015,STC,9200
march,2015,PAK,9200
march,2015,VYS,9200
march,2015,JHC,9200
march,2015,JHM,9200
march,2015,PLK,9200
march,2015,OLK,9200
march,2015,KVK,9200
march,2015,ZLK,9200
march,2015,ULK,9200
march,2015,MSK,9200
march,2015,LBK,9200
april,2015,PHA,9200
april,2015,HKK,9200
april,2015,STC,9200
april,2015,PAK,9200
april,2015,VYS,9200
april,2015,JHC,9200
april,2015,JHM,9200
april,2015,PLK,9200
april,2015,OLK,9200
april,2015,KVK,9200
april,2015,ZLK,9200
april,2015,ULK,9200
april,2015,MSK,9200
april,2015,LBK,9200
may,2015,PHA,9200
may,2015,HKK,9200
may,2015,STC,9200
may,2015,PAK,9200
may,2015,VYS,9200
may,2015,JHC,9200
may,2015,JHM,9200
may,2015,PLK,9200
may,2015,OLK,9200
may,2015,KVK,9200
may,2015,ZLK,9200
may,2015,ULK,9200
may,2015,MSK,9200
may,2015,LBK,9200
june,2015,PHA,9200
june,2015,HKK,9200
june,2015,STC,9200
june,2015,PAK,9200
june,2015,VYS,9200
june,2015,JHC,9200
june,2015,JHM,9200
june,2015,PLK,9200
june,2015,OLK,9200
june,2015,KVK,9200
june,2015,ZLK,9200
june,2015,ULK,9200
june,2015,MSK,9200
june,2015,LBK,9200
july,2015,PHA,9200
july,2015,HKK,9200
july,2015,STC,9200
july,2015,PAK,9200
july,2015,VYS,9200
july,2015,JHC,9200
july,2015,JHM,9200
july,2015,PLK,9200
july,2015,OLK,9200
july,2015,KVK,9200
july,2015,ZLK,9200
july,2015,ULK,9200
july,2015,MSK,9200
july,2015,LBK,9200
august,2015,PHA,9200
august,2015,HKK,9200
august,2015,STC,9200
august,2015,PAK,9200
august,2015,VYS,9200
august,2015,JHC,9200
august,2015,JHM,9200
august,2015,PLK,9200
august,2015,OLK,9200
august,2015,KVK,9200
august,2015,ZLK,9200
august,2015,ULK,9200
august,2015,MSK,9200
august,2015,LBK,9200
september,2015,PHA,9200
september,2015,HKK,9200
september,2015,STC,9200
september,2015,PAK,9200
september,2015,VYS,9200
september,2015,JHC,9200
september,2015,JHM,9200
september,2015,PLK,9200
september,2015,OLK,9200
september,2015,KVK,9200
september,2015,ZLK,9200
september,2015,ULK,9200
september,2015,MSK,9200
september,2015,LBK,9200
october,2015,PHA,9200
october,2015,HKK,9200
october,2015,STC,9200
october,2015,PAK,9200
october,2015,VYS,9200
october,2015,JHC,9200
october,2015,JHM,9200
october,2015,PLK,9200
october,2015,OLK,9200
october,2015,KVK,9200
october,2015,ZLK,9200
october,2015,ULK,9200
october,2015,MSK,9200
october,2015,LBK,9200
november,2015,PHA,9200
november,2015,HKK,9200
november,2015,STC,9200
november,2015,PAK,9200
november,2015,VYS,9200
november,2015,JHC,9200
november,2015,JHM,9200
november,2015,PLK,9200
november,2015,OLK,9200
november,2015,KVK,9200
november,2015,ZLK,9200
november,2015,ULK,9200
november,2015,MSK,9200
november,2015,LBK,9200
december,2015,PHA,9200
december,2015,HKK,9200
december,2015,STC,9200
december,2015,PAK,9200
december,2015,VYS,9200
december,2015,JHC,9200
december,2015,JHM,9200
december,2015,PLK,9200
december,2015,OLK,9200
december,2015,KVK,9200
december,2015,ZLK,9200
december,2015,ULK,9200
december,2015,MSK,9200
december,2015,LBK,9200
january,2016,PHA,9900
january,2016,HKK,9900
january,2016,STC,9900
january,2016,PAK,9900
january,2016,VYS,9900
january,2016,JHC,9900
january,2016,JHM,9900
january,2016,PLK,9900
january,2016,OLK,9900
january,2016,KVK,9900
january,2016,ZLK,9900
january,2016,ULK,9900
january,2016,MSK,9900
january,2016,LBK,9900
february,2016,PHA,9900
february,2016,HKK,9900
february,2016,STC,9900
february,2016,PAK,9900
february,2016,VYS,9900
february,2016,JHC,9900
february,2016,JHM,9900
february,2016,PLK,9900
february,2016,OLK,9900
february,2016,KVK,9900
february,2016,ZLK,9900
february,2016,ULK,9900
february,2016,MSK,9900
february,2016,LBK,9900
march,2016,PHA,9900
march,2016,HKK,9900
march,2016,STC,9900
march,2016,PAK,9900
march,2016,VYS,9900
march,2016,JHC,9900
march,2016,JHM,9900
march,2016,PLK,9900
march,2016,OLK,9900
march,2016,KVK,9900
march,2016,ZLK,9900
march,2016,ULK,9900
march,2016,MSK,9900
march,2016,LBK,9900
april,2016,PHA,9900
april,2016,HKK,9900
april,2016,STC,9900
april,2016,PAK,9900
april,2016,VYS,9900
april,2016,JHC,9900
april,2016,JHM,9900
april,2016,PLK,9900
april,2016,OLK,9900
april,2016,KVK,9900
april,2016,ZLK,9900
april,2016,ULK,9900
april,2016,MSK,9900
april,2016,LBK,9900
may,2016,PHA,9900
may,2016,HKK,9900
may,2016,STC,9900
may,2016,PAK,9900
may,2016,VYS,9900
may,2016,JHC,9900
may,2016,JHM,9900
may,2016,PLK,9900
may,2016,OLK,9900
may,2016,KVK,9900
may,2016,ZLK,9900
may,2016,ULK,9900
may,2016,MSK,9900
may,2016,LBK,9900
june,2016,PHA,9900
june,2016,HKK,9900
june,2016,STC,9900
june,2016,PAK,9900
june,2016,VYS,9900
june,2016,JHC,9900
june,2016,JHM,9900
june,2016,PLK,9900
june,2016,OLK,9900
june,2016,KVK,9900
june,2016,ZLK,9900
june,2016,ULK,9900
june,2016,MSK,9900
june,2016,LBK,9900
july,2016,PHA,9900
july,2016,HKK,9900
july,2016,STC,9900
july,2016,PAK,9900
july,2016,VYS,9900
july,2016,JHC,9900
july,2016,JHM,9900
july,2016,PLK,9900
july,2016,OLK,9900
july,2016,KVK,9900
july,2016,ZLK,9900
july,2016,ULK,9900
july,2016,MSK,9900
july,2016,LBK,9900
august,2016,PHA,9900
august,2016,HKK,9900
august,2016,STC,9900
august,2016,PAK,9900
august,2016,VYS,9900
august,2016,JHC,9900
august,2016,JHM,9900
august,2016,PLK,9900
august,2016,OLK,9900
august,2016,KVK,9900
august,2016,ZLK,9900
august,2016,ULK,9900
august,2016,MSK,9900
august,2016,LBK,9900
september,2016,PHA,9900
september,2016,HKK,9900
september,2016,STC,9900
september,2016,PAK,9900
september,2016,VYS,9900
september,2016,JHC,9900
september,2016,JHM,9900
september,2016,PLK,9900
september,2016,OLK,9900
september,2016,KVK,9900
september,2016,ZLK,9900
september,2016,ULK,9900
september,2016,MSK,9900
september,2016,LBK,9900
october,2016,PHA,9900
october,2016,HKK,9900
october,2016,STC,9900
october,2016,PAK,9900
october,2016,VYS,9900
october,2016,JHC,9900
october,2016,JHM,9900
october,2016,PLK,9900
october,2016,OLK,9900
october,2016,KVK,9900
october,2016,ZLK,9900
october,2016,ULK,9900
october,2016,MSK,9900
october,2016,LBK,9900
november,2016,PHA,9900
november,2016,HKK,9900
november,2016,STC,9900
november,2016,PAK,9900
november,2016,VYS,9900
november,2016,JHC,9900
november,2016,JHM,9900
november,2016,PLK,9900
november,2016,OLK,9900
november,2016,KVK,9900
november,2016,ZLK,9900
november,2016,ULK,9900
november,2016,MSK,9900
november,2016,LBK,9900
december,2016,PHA,9900
december,2016,HKK,9900
december,2016,STC,9900
december,2016,PAK,9900
december,2016,VYS,9900
december,2016,JHC,9900
december,2016,JHM,9900
december,2016,PLK,9900
december,2016,OLK,9900
december,2016,KVK,9900
december,2016,ZLK,9900
december,2016,ULK,9900
december,2016,MSK,9900
december,2016,LBK,9900
january,2017,PHA,11000
january,2017,HKK,11000
january,2017,STC,11000
january,2017,PAK,11000
january,2017,VYS,11000
january,2017,JHC,11000
january,2017,JHM,11000
january,2017,PLK,11000
january,2017,OLK,11000
january,2017,KVK,11000
january,2017,ZLK,11000
january,2017,ULK,11000
january,2017,MSK,11000
january,2017,LBK,11000
february,2017,PHA,11000
february,2017,HKK,11000
february,2017,STC,11000
february,2017,PAK,11000
february,2017,VYS,11000
february,2017,JHC,11000
february,2017,JHM,11000
february,2017,PLK,11000
february,2017,OLK,11000
february,2017,KVK,11000
february,2017,ZLK,11000
february,2017,ULK,11000
february,2017,MSK,11000
february,2017,LBK,11000
march,2017,PHA,11000
march,2017,HKK,11000
march,2017,STC,11000
march,2017,PAK,11000
march,2017,VYS,11000
march,2017,JHC,11000
march,2017,JHM,11000
march,2017,PLK,11000
march,2017,OLK,11000
march,2017,KVK,11000
march,2017,ZLK,11000
march,2017,ULK,11000
march,2017,MSK,11000
march,2017,LBK,11000
april,2017,PHA,11000
april,2017,HKK,11000
april,2017,STC,11000
april,2017,PAK,11000
april,2017,VYS,11000
april,2017,JHC,11000
april,2017,JHM,11000
april,2017,PLK,11000
april,2017,OLK,11000
april,2017,KVK,11000
april,2017,ZLK,11000
april,2017,ULK,11000
april,2017,MSK,11000
april,2017,LBK,11000
may,2017,PHA,11000
may,2017,HKK,11000
may,2017,STC,11000
may,2017,PAK,11000
may,2017,VYS,11000
may,2017,JHC,11000
may,2017,JHM,11000
may,2017,PLK,11000
may,2017,OLK,11000
may,2017,KVK,11000
may,2017,ZLK,11000
may,2017,ULK,11000
may,2017,MSK,11000
may,2017,LBK,11000
june,2017,PHA,11000
june,2017,HKK,11000
june,2017,STC,11000
june,2017,PAK,11000
june,2017,VYS,11000
june,2017,JHC,11000
june,2017,JHM,11000
june,2017,PLK,11000
june,2017,OLK,11000
june,2017,KVK,11000
june,2017,ZLK,11000
june,2017,ULK,11000
june,2017,MSK,11000
june,2017,LBK,11000
july,2017,PHA,11000
july,2017,HKK,11000
july,2017,STC,11000
july,2017,PAK,11000
july,2017,VYS,11000
july,2017,JHC,11000
july,2017,JHM,11000
july,2017,PLK,11000
july,2017,OLK,11000
july,2017,KVK,11000
july,2017,ZLK,11000
july,2017,ULK,11000
july,2017,MSK,11000
july,2017,LBK,11000
august,2017,PHA,11000
august,2017,HKK,11000
august,2017,STC,11000
august,2017,PAK,11000
august,2017,VYS,11000
august,2017,JHC,11000
august,2017,JHM,11000
august,2017,PLK,11000
august,2017,OLK,11000
august,2017,KVK,11000
august,2017,ZLK,11000
august,2017,ULK,11000
august,2017,MSK,11000
august,2017,LBK,11000
september,2017,PHA,11000
september,2017,HKK,11000
september,2017,STC,11000
september,2017,PAK,11000
september,2017,VYS,11000
september,2017,JHC,11000
september,2017,JHM,11000
september,2017,PLK,11000
september,2017,OLK,11000
september,2017,KVK,11000
september,2017,ZLK,11000
september,2017,ULK,11000
september,2017,MSK,11000
september,2017,LBK,11000
october,2017,PHA,11000
october,2017,HKK,11000
october,2017,STC,11000
october,2017,PAK,11000
october,2017,VYS,11000
october,2017,JHC,11000
october,2017,JHM,11000
october,2017,PLK,11000
october,2017,OLK,11000
october,2017,KVK,11000
october,2017,ZLK,11000
october,2017,ULK,11000
october,2017,MSK,11000
october,2017,LBK,11000
november,2017,PHA,11000
november,2017,HKK,11000
november,2017,STC,11000
november,2017,PAK,11000
november,2017,VYS,11000
november,2017,JHC,11000
november,2017,JHM,11000
november,2017,PLK,11000
november,2017,OLK,11000
november,2017,KVK,11000
november,2017,ZLK,11000
november,2017,ULK,11000
november,2017,MSK,11000
november,2017,LBK,11000
december,2017,PHA,11000
december,2017,HKK,11000
december,2017,STC,11000
december,2017,PAK,11000
december,2017,VYS,11000
december,2017,JHC,11000
december,2017,JHM,11000
december,2017,PLK,11000
december,2017,OLK,11000
december,2017,KVK,11000
december,2017,ZLK,11000
december,2017,ULK,11000
december,2017,MSK,11000
december,2017,LBK,11000
january,2018,PHA,12200
january,2018,HKK,12200
january,2018,STC,12200
january,2018,PAK,12200
january,2018,VYS,12200
january,2018,JHC,12200
january,2018,JHM,12200
january,2018,PLK,12200
january,2018,OLK,12200
january,2018,KVK,12200
january,2018,ZLK,12200
january,2018,ULK,12200
january,2018,MSK,12200
january,2018,LBK,12200
february,2018,PHA,12200
february,2018,HKK,12200
february,2018,STC,12200
february,2018,PAK,12200
february,2018,VYS,12200
february,2018,JHC,12200
february,2018,JHM,12200
february,2018,PLK,12200
february,2018,OLK,12200
february,2018,KVK,12200
february,2018,ZLK,12200
february,2018,ULK,12200
february,2018,MSK,12200
february,2018,LBK,12200
march,2018,PHA,12200
march,2018,HKK,12200
march,2018,STC,12200
march,2018,PAK,12200
march,2018,VYS,12200
march,2018,JHC,12200
march,2018,JHM,12200
march,2018,PLK,12200
march,2018,OLK,12200
march,2018,KVK,12200
march,2018,ZLK,12200
march,2018,ULK,12200
march,2018,MSK,12200
march,2018,LBK,12200
april,2018,PHA,12200
april,2018,HKK,12200
april,2018,STC,12200
april,2018,PAK,12200
april,2018,VYS,12200
april,2018,JHC,12200
april,2018,JHM,12200
april,2018,PLK,12200
april,2018,OLK,12200
april,2018,KVK,12200
april,2018,ZLK,12200
april,2018,ULK,12200
april,2018,MSK,12200
april,2018,LBK,12200
may,2018,PHA,12200
may,2018,HKK,12200
may,2018,STC,12200
may,2018,PAK,12200
may,2018,VYS,12200
may,2018,JHC,12200
may,2018,JHM,12200
may,2018,PLK,12200
may,2018,OLK,12200
may,2018,KVK,12200
may,2018,ZLK,12200
may,2018,ULK,12200
may,2018,MSK,12200
may,2018,LBK,12200
june,2018,PHA,12200
june,2018,HKK,12200
june,2018,STC,12200
june,2018,PAK,12200
june,2018,VYS,12200
june,2018,JHC,12200
june,2018,JHM,12200
june,2018,PLK,12200
june,2018,OLK,12200
june,2018,KVK,12200
june,2018,ZLK,12200
june,2018,ULK,12200
june,2018,MSK,12200
june,2018,LBK,12200
july,2018,PHA,12200
july,2018,HKK,12200
july,2018,STC,12200
july,2018,PAK,12200
july,2018,VYS,12200
july,2018,JHC,12200
july,2018,JHM,12200
july,2018,PLK,12200
july,2018,OLK,12200
july,2018,KVK,12200
july,2018,ZLK,12200
july,2018,ULK,12200
july,2018,MSK,12200
july,2018,LBK,12200
august,2018,PHA,12200
august,2018,HKK,12200
august,2018,STC,12200
august,2018,PAK,12200
august,2018,VYS,12200
august,2018,JHC,12200
august,2018,JHM,12200
august,2018,PLK,12200
august,2018,OLK,12200
august,2018,KVK,12200
august,2018,ZLK,12200
august,2018,ULK,12200
august,2018,MSK,12200
august,2018,LBK,12200
september,2018,PHA,12200
september,2018,HKK,12200
september,2018,STC,12200
september,2018,PAK,12200
september,2018,VYS,12200
september,2018,JHC,12200
september,2018,JHM,12200
september,2018,PLK,12200
september,2018,OLK,12200
september,2018,KVK,12200
september,2018,ZLK,12200
september,2018,ULK,12200
september,2018,MSK,12200
september,2018,LBK,12200
october,2018,PHA,12200
october,2018,HKK,12200
october,2018,STC,12200
october,2018,PAK,12200
october,2018,VYS,12200
october,2018,JHC,12200
october,2018,JHM,12200
october,2018,PLK,12200
october,2018,OLK,12200
october,2018,KVK,12200
october,2018,ZLK,12200
october,2018,ULK,12200
october,2018,MSK,12200
october,2018,LBK,12200
november,2018,PHA,12200
november,2018,HKK,12200
november,2018,STC,12200
november,2018,PAK,12200
november,2018,VYS,12200
november,2018,JHC,12200
november,2018,JHM,12200
november,2018,PLK,12200
november,2018,OLK,12200
november,2018,KVK,12200
november,2018,ZLK,12200
november,2018,ULK,12200
november,2018,MSK,12200
november,2018,LBK,12200
december,2018,PHA,12200
december,2018,HKK,12200
december,2018,STC,12200
december,2018,PAK,12200
december,2018,VYS,12200
december,2018,JHC,12200
december,2018,JHM,12200
december,2018,PLK,12200
december,2018,OLK,12200
december,2018,KVK,12200
december,2018,ZLK,12200
december,2018,ULK,12200
december,2018,MSK,12200
december,2018,LBK,12200
january,2019,PHA,13350
january,2019,HKK,13350
january,2019,STC,13350
january,2019,PAK,13350
january,2019,VYS,13350
january,2019,JHC,13350
january,2019,JHM,13350
january,2019,PLK,13350
january,2019,OLK,13350
january,2019,KVK,13350
january,2019,ZLK,13350
january,2019,ULK,13350
january,2019,MSK,13350
january,2019,LBK,13350
february,2019,PHA,13350
february,2019,HKK,13350
february,2019,STC,13350
february,2019,PAK,13350
february,2019,VYS,13350
february,2019,JHC,13350
february,2019,JHM,13350
february,2019,PLK,13350
february,2019,OLK,13350
february,2019,KVK,13350
february,2019,ZLK,13350
february,2019,ULK,13350
february,2019,MSK,13350
february,2019,LBK,13350
march,2019,PHA,13350
march,2019,HKK,13350
march,2019,STC,13350
march,2019,PAK,13350
march,2019,VYS,13350
march,2019,JHC,13350
march,2019,JHM,13350
march,2019,PLK,13350
march,2019,OLK,13350
march,2019,KVK,13350
march,2019,ZLK,13350
march,2019,ULK,13350
march,2019,MSK,13350
march,2019,LBK,13350
april,2019,PHA,13350
april,2019,HKK,13350
april,2019,STC,13350
april,2019,PAK,13350
april,2019,VYS,13350
april,2019,JHC,13350
april,2019,JHM,13350
april,2019,PLK,13350
april,2019,OLK,13350
april,2019,KVK,13350
april,2019,ZLK,13350
april,2019,ULK,13350
april,2019,MSK,13350
april,2019,LBK,13350
may,2019,PHA,13350
may,2019,HKK,13350
may,2019,STC,13350
may,2019,PAK,13350
may,2019,VYS,13350
may,2019,JHC,13350
may,2019,JHM,13350
may,2019,PLK,13350
may,2019,OLK,13350
may,2019,KVK,13350
may,2019,ZLK,13350
may,2019,ULK,13350
may,2019,MSK,13350
may,2019,LBK,13350
june,2019,PHA,13350
june,2019,HKK,13350
june,2019,STC,13350
june,2019,PAK,13350
june,2019,VYS,13350
june,2019,JHC,13350
june,2019,JHM,13350
june,2019,PLK,13350
june,2019,OLK,13350
june,2019,KVK,13350
june,2019,ZLK,13350
june,2019,ULK,13350
june,2019,MSK,13350
june,2019,LBK,13350
july,2019,PHA,13350
july,2019,HKK,13350
july,2019,STC,13350
july,2019,PAK,13350
july,2019,VYS,13350
july,2019,JHC,13350
july,2019,JHM,13350
july,2019,PLK,13350
july,2019,OLK,13350
july,2019,KVK,13350
july,2019,ZLK,13350
july,2019,ULK,13350
july,2019,MSK,13350
july,2019,LBK,13350
august,2019,PHA,13350
august,2019,HKK,13350
august,2019,STC,13350
august,2019,PAK,13350
august,2019,VYS,13350
august,2019,JHC,13350
august,2019,JHM,13350
august,2019,PLK,13350
august,2019,OLK,13350
august,2019,KVK,13350
august,2019,ZLK,13350
august,2019,ULK,13350
august,2019,MSK,13350
august,2019,LBK,13350
september,2019,PHA,13350
september,2019,HKK,13350
september,2019,STC,13350
september,2019,PAK,13350
september,2019,VYS,13350
september,2019,JHC,13350
september,2019,JHM,13350
september,2019,PLK,13350
september,2019,OLK,13350
september,2019,KVK,13350
september,2019,ZLK,13350
september,2019,ULK,13350
september,2019,MSK,13350
september,2019,LBK,13350
october,2019,PHA,13350
october,2019,HKK,13350
october,2019,STC,13350
october,2019,PAK,13350
october,2019,VYS,13350
october,2019,JHC,13350
october,2019,JHM,13350
october,2019,PLK,13350
october,2019,OLK,13350
october,2019,KVK,13350
october,2019,ZLK,13350
october,2019,ULK,13350
october,2019,MSK,13350
october,2019,LBK,13350
november,2019,PHA,13350
november,2019,HKK,13350
november,2019,STC,13350
november,2019,PAK,13350
november,2019,VYS,13350
november,2019,JHC,13350
november,2019,JHM,13350
november,2019,PLK,13350
november,2019,OLK,13350
november,2019,KVK,13350
november,2019,ZLK,13350
november,2019,ULK,13350
november,2019,MSK,13350
november,2019,LBK,13350
december,2019,PHA,13350
december,2019,HKK,13350
december,2019,STC,13350
december,2019,PAK,13350
december,2019,VYS,13350
december,2019,JHC,13350
december,2019,JHM,13350
december,2019,PLK,13350
december,2019,OLK,13350
december,2019,KVK,13350
december,2019,ZLK,13350
december,2019,ULK,13350
december,2019,MSK,13350
december,2019,LBK,13350
january,2020,PHA,14600
january,2020,HKK,14600
january,2020,STC,14600
january,2020,PAK,14600
january,2020,VYS,14600
january,2020,JHC,14600
january,2020,JHM,14600
january,2020,PLK,14600
january,2020,OLK,14600
january,2020,KVK,14600
january,2020,ZLK,14600
january,2020,ULK,14600
january,2020,MSK,14600
january,2020,LBK,14600
february,2020,PHA,14600
february,2020,HKK,14600
february,2020,STC,14600
february,2020,PAK,14600
february,2020,VYS,14600
february,2020,JHC,14600
february,2020,JHM,14600
february,2020,PLK,14600
february,2020,OLK,14600
february,2020,KVK,14600
february,2020,ZLK,14600
february,2020,ULK,14600
february,2020,MSK,14600
february,2020,LBK,14600
march,2020,PHA,14600
march,2020,HKK,14600
march,2020,STC,14600
march,2020,PAK,14600
march,2020,VYS,14600
march,2020,JHC,14600
march,2020,JHM,14600
march,2020,PLK,14600
march,2020,OLK,14600
march,2020,KVK,14600
march,2020,ZLK,14600
march,2020,ULK,14600
march,2020,MSK,14600
march,2020,LBK,14600
april,2020,PHA,14600
april,2020,HKK,14600
april,2020,STC,14600
april,2020,PAK,14600
april,2020,VYS,14600
april,2020,JHC,14600
april,2020,JHM,14600
april,2020,PLK,14600
april,2020,OLK,14600
april,2020,KVK,14600
april,2020,ZLK,14600
april,2020,ULK,14600
april,2020,MSK,14600
april,2020,LBK,14600
may,2020,PHA,14600
may,2020,HKK,14600
may,2020,STC,14600
may,2020,PAK,14600
may,2020,VYS,14600
may,2020,JHC,14600
may,2020,JHM,14600
may,2020,PLK,14600
may,2020,OLK,14600
may,2020,KVK,14600
may,2020,ZLK,14600
may,2020,ULK,14600
may,2020,MSK,14600
may,2020,LBK,14600
june,2020,PHA,14600
june,2020,HKK,14600
june,2020,STC,14600
june,2020,PAK,14600
june,2020,VYS,14600
june,2020,JHC,14600
june,2020,JHM,14600
june,2020,PLK,14600
june,2020,OLK,14600
june,2020,KVK,14600
june,2020,ZLK,14600
june,2020,ULK,14600
june,2020,MSK,14600
june,2020,LBK,14600
july,2020,PHA,14600
july,2020,HKK,14600
july,2020,STC,14600
july,2020,PAK,14600
july,2020,VYS,14600
july,2020,JHC,14600
july,2020,JHM,14600
july,2020,PLK,14600
july,2020,OLK,14600
july,2020,KVK,14600
july,2020,ZLK,14600
july,2020,ULK,14600
july,2020,MSK,14600
july,2020,LBK,14600
august,2020,PHA,14600
august,2020,HKK,14600
august,2020,STC,14600
august,2020,PAK,14600
august,2020,VYS,14600
august,2020,JHC,14600
august,2020,JHM,14600
august,2020,PLK,14600
august,2020,OLK,14600
august,2020,KVK,14600
august,2020,ZLK,14600
august,2020,ULK,14600
august,2020,MSK,14600
august,2020,LBK,14600
september,2020,PHA,14600
september,2020,HKK,14600
september,2020,STC,14600
september,2020,PAK,14600
september,2020,VYS,14600
september,2020,JHC,14600
september,2020,JHM,14600
september,2020,PLK,14600
september,2020,OLK,14600
september,2020,KVK,14600
september,2020,ZLK,14600
september,2020,ULK,14600
september,2020,MSK,14600
september,2020,LBK,14600
october,2020,PHA,14600
october,2020,HKK,14600
october,2020,STC,14600
october,2020,PAK,14600
october,2020,VYS,14600
october,2020,JHC,14600
october,2020,JHM,14600
october,2020,PLK,14600
october,2020,OLK,14600
october,2020,KVK,14600
october,2020,ZLK,14600
october,2020,ULK,14600
october,2020,MSK,14600
october,2020,LBK,14600
november,2020,PHA,14600
november,2020,HKK,14600
november,2020,STC,14600
november,2020,PAK,14600
november,2020,VYS,14600
november,2020,JHC,14600
november,2020,JHM,14600
november,2020,PLK,14600
november,2020,OLK,14600
november,2020,KVK,14600
november,2020,ZLK,14600
november,2020,ULK,14600
november,2020,MSK,14600
november,2020,LBK,14600
december,2020,PHA,14600
december,2020,HKK,14600
december,2020,STC,14600
december,2020,PAK,14600
december,2020,VYS,14600
december,2020,JHC,14600
december,2020,JHM,14600
december,2020,PLK,14600
december,2020,OLK,14600
december,2020,KVK,14600
december,2020,ZLK,14600
december,2020,ULK,14600
december,2020,MSK,14600
december,2020,LBK,14600
january,2021,PHA,15200
january,2021,HKK,15200
january,2021,STC,15200
january,2021,PAK,15200
january,2021,VYS,15200
january,2021,JHC,15200
january,2021,JHM,15200
january,2021,PLK,15200
january,2021,OLK,15200
january,2021,KVK,15200
january,2021,ZLK,15200
january,2021,ULK,15200
january,2021,MSK,15200
january,2021,LBK,15200
february,2021,PHA,15200
february,2021,HKK,15200
february,2021,STC,15200
february,2021,PAK,15200
february,2021,VYS,15200
february,2021,JHC,15200
february,2021,JHM,15200
february,2021,PLK,15200
february,2021,OLK,15200
february,2021,KVK,15200
february,2021,ZLK,15200
february,2021,ULK,15200
february,2021,MSK,15200
february,2021,LBK,15200
march,2021,PHA,15200
march,2021,HKK,15200
march,2021,STC,15200
march,2021,PAK,15200
march,2021,VYS,15200
march,2021,JHC,15200
march,2021,JHM,15200
march,2021,PLK,15200
march,2021,OLK,15200
march,2021,KVK,15200
march,2021,ZLK,15200
march,2021,ULK,15200
march,2021,MSK,15200
march,2021,LBK,15200
april,2021,PHA,15200
april,2021,HKK,15200
april,2021,STC,15200
april,2021,PAK,15200
april,2021,VYS,15200
april,2021,JHC,15200
april,2021,JHM,15200
april,2021,PLK,15200
april,2021,OLK,15200
april,2021,KVK,15200
april,2021,ZLK,15200
april,2021,ULK,15200
april,2021,MSK,15200
april,2021,LBK,15200
may,2021,PHA,15200
may,2021,HKK,15200
may,2021,STC,15200
may,2021,PAK,15200
may,2021,VYS,15200
may,2021,JHC,15200
may,2021,JHM,15200
may,2021,PLK,15200
may,2021,OLK,15200
may,2021,KVK,15200
may,2021,ZLK,15200
may,2021,ULK,15200
may,2021,MSK,15200
may,2021,LBK,15200
june,2021,PHA,15200
june,2021,HKK,15200
june,2021,STC,15200
june,2021,PAK,15200
june,2021,VYS,15200
june,2021,JHC,15200
june,2021,JHM,15200
june,2021,PLK,15200
june,2021,OLK,15200
june,2021,KVK,15200
june,2021,ZLK,15200
june,2021,ULK,15200
june,2021,MSK,15200
june,2021,LBK,15200
july,2021,PHA,15200
july,2021,HKK,15200
july,2021,STC,15200
july,2021,PAK,15200
july,2021,VYS,15200
july,2021,JHC,15200
july,2021,JHM,15200
july,2021,PLK,15200
july,2021,OLK,15200
july,2021,KVK,15200
july,2021,ZLK,15200
july,2021,ULK,15200
july,2021,MSK,15200
july,2021,LBK,15200
august,2021,PHA,15200
august,2021,HKK,15200
august,2021,STC,15200
august,2021,PAK,15200
august,2021,VYS,15200
august,2021,JHC,15200
august,2021,JHM,15200
august,2021,PLK,15200
august,2021,OLK,15200
august,2021,KVK,15200
august,2021,ZLK,15200
august,2021,ULK,15200
august,2021,MSK,15200
august,2021,LBK,15200
september,2021,PHA,15200
september,2021,HKK,15200
september,2021,STC,15200
september,2021,PAK,15200
september,2021,VYS,15200
september,2021,JHC,15200
september,2021,JHM,15200
september,2021,PLK,15200
september,2021,OLK,15200
september,2021,KVK,15200
september,2021,ZLK,15200
september,2021,ULK,15200
september,2021,MSK,15200
september,2021,LBK,15200
october,2021,PHA,15200
october,2021,HKK,15200
october,2021,STC,15200
october,2021,PAK,15200
october,2021,VYS,15200
october,2021,JHC,15200
october,2021,JHM,15200
october,2021,PLK,15200
october,2021,OLK,15200
october,2021,KVK,15200
october,2021,ZLK,15200
october,2021,ULK,15200
october,2021,MSK,15200
october,2021,LBK,15200
november,2021,PHA,15200
