kraj,month,year,bilance
MSK,3,2011,9.384
OLK,3,2011,9.384
ULK,3,2011,9.384
ZLK,3,2011,9.384
JHC,3,2011,9.384
PHA,4,2011,2.092
STC,4,2011,2.092
JHM,4,2011,2.092
PLK,4,2011,2.092
HKK,4,2011,2.092
VYS,4,2011,2.092
KVK,4,2011,2.092
LBK,4,2011,2.092
PAK,4,2011,2.092
MSK,4,2011,2.092
OLK,4,2011,2.092
ULK,4,2011,2.092
ZLK,4,2011,2.092
JHC,4,2011,2.092
PHA,5,2011,476
STC,5,2011,476
JHM,5,2011,476
PLK,5,2011,476
HKK,5,2011,476
VYS,5,2011,476
KVK,5,2011,476
LBK,5,2011,476
PAK,5,2011,476
MSK,5,2011,476
OLK,5,2011,476
ULK,5,2011,476
ZLK,5,2011,476
JHC,5,2011,476
PHA,6,2011,4.983
STC,6,2011,4.983
JHM,6,2011,4.983
PLK,6,2011,4.983
HKK,6,2011,4.983
VYS,6,2011,4.983
KVK,6,2011,4.983
LBK,6,2011,4.983
PAK,6,2011,4.983
MSK,6,2011,4.983
OLK,6,2011,4.983
ULK,6,2011,4.983
ZLK,6,2011,4.983
JHC,6,2011,4.983
PHA,7,2011,-3.777
STC,7,2011,-3.777
JHM,7,2011,-3.777
PLK,7,2011,-3.777
HKK,7,2011,-3.777
VYS,7,2011,-3.777
KVK,7,2011,-3.777
LBK,7,2011,-3.777
PAK,7,2011,-3.777
MSK,7,2011,-3.777
OLK,7,2011,-3.777
ULK,7,2011,-3.777
ZLK,7,2011,-3.777
JHC,7,2011,-3.777
PHA,8,2011,-14.425
STC,8,2011,-14.425
JHM,8,2011,-14.425
PLK,8,2011,-14.425
HKK,8,2011,-14.425
VYS,8,2011,-14.425
KVK,8,2011,-14.425
LBK,8,2011,-14.425
PAK,8,2011,-14.425
MSK,8,2011,-14.425
OLK,8,2011,-14.425
ULK,8,2011,-14.425
ZLK,8,2011,-14.425
JHC,8,2011,-14.425
PHA,9,2011,5.807
STC,9,2011,5.807
JHM,9,2011,5.807
PLK,9,2011,5.807
HKK,9,2011,5.807
VYS,9,2011,5.807
KVK,9,2011,5.807
LBK,9,2011,5.807
PAK,9,2011,5.807
MSK,9,2011,5.807
OLK,9,2011,5.807
ULK,9,2011,5.807
ZLK,9,2011,5.807
JHC,9,2011,5.807
PHA,10,2011,12.802
STC,10,2011,12.802
JHM,10,2011,12.802
PLK,10,2011,12.802
HKK,10,2011,12.802
VYS,10,2011,12.802
KVK,10,2011,12.802
LBK,10,2011,12.802
PAK,10,2011,12.802
MSK,10,2011,12.802
OLK,10,2011,12.802
ULK,10,2011,12.802
ZLK,10,2011,12.802
JHC,10,2011,12.802
PHA,11,2011,-668
STC,11,2011,-668
JHM,11,2011,-668
PLK,11,2011,-668
HKK,11,2011,-668
VYS,11,2011,-668
KVK,11,2011,-668
LBK,11,2011,-668
PAK,11,2011,-668
MSK,11,2011,-668
OLK,11,2011,-668
ULK,11,2011,-668
ZLK,11,2011,-668
JHC,11,2011,-668
PHA,12,2011,-9.182
STC,12,2011,-9.182
JHM,12,2011,-9.182
PLK,12,2011,-9.182
HKK,12,2011,-9.182
VYS,12,2011,-9.182
KVK,12,2011,-9.182
LBK,12,2011,-9.182
PAK,12,2011,-9.182
MSK,12,2011,-9.182
OLK,12,2011,-9.182
ULK,12,2011,-9.182
ZLK,12,2011,-9.182
JHC,12,2011,-9.182
PHA,1,2012,5.713
STC,1,2012,5.713
JHM,1,2012,5.713
PLK,1,2012,5.713
HKK,1,2012,5.713
VYS,1,2012,5.713
KVK,1,2012,5.713
LBK,1,2012,5.713
PAK,1,2012,5.713
MSK,1,2012,5.713
OLK,1,2012,5.713
ULK,1,2012,5.713
ZLK,1,2012,5.713
JHC,1,2012,5.713
PHA,2,2012,12.215
STC,2,2012,12.215
JHM,2,2012,12.215
PLK,2,2012,12.215
HKK,2,2012,12.215
VYS,2,2012,12.215
KVK,2,2012,12.215
LBK,2,2012,12.215
PAK,2,2012,12.215
MSK,2,2012,12.215
OLK,2,2012,12.215
ULK,2,2012,12.215
ZLK,2,2012,12.215
JHC,2,2012,12.215
PHA,3,2012,13.526
STC,3,2012,13.526
JHM,3,2012,13.526
PLK,3,2012,13.526
HKK,3,2012,13.526
VYS,3,2012,13.526
KVK,3,2012,13.526
LBK,3,2012,13.526
PAK,3,2012,13.526
MSK,3,2012,13.526
OLK,3,2012,13.526
ULK,3,2012,13.526
ZLK,3,2012,13.526
JHC,3,2012,13.526
PHA,4,2012,5.646
STC,4,2012,5.646
JHM,4,2012,5.646
PLK,4,2012,5.646
HKK,4,2012,5.646
VYS,4,2012,5.646
KVK,4,2012,5.646
LBK,4,2012,5.646
PAK,4,2012,5.646
MSK,4,2012,5.646
OLK,4,2012,5.646
ULK,4,2012,5.646
ZLK,4,2012,5.646
JHC,4,2012,5.646
PHA,5,2012,1.833
STC,5,2012,1.833
JHM,5,2012,1.833
PLK,5,2012,1.833
HKK,5,2012,1.833
VYS,5,2012,1.833
KVK,5,2012,1.833
LBK,5,2012,1.833
PAK,5,2012,1.833
MSK,5,2012,1.833
OLK,5,2012,1.833
ULK,5,2012,1.833
ZLK,5,2012,1.833
JHC,5,2012,1.833
PHA,6,2012,11.270
STC,6,2012,11.270
JHM,6,2012,11.270
PLK,6,2012,11.270
HKK,6,2012,11.270
VYS,6,2012,11.270
KVK,6,2012,11.270
LBK,6,2012,11.270
PAK,6,2012,11.270
MSK,6,2012,11.270
OLK,6,2012,11.270
ULK,6,2012,11.270
ZLK,6,2012,11.270
JHC,6,2012,11.270
PHA,7,2012,2.780
STC,7,2012,2.780
JHM,7,2012,2.780
PLK,7,2012,2.780
HKK,7,2012,2.780
VYS,7,2012,2.780
KVK,7,2012,2.780
LBK,7,2012,2.780
PAK,7,2012,2.780
MSK,7,2012,2.780
OLK,7,2012,2.780
ULK,7,2012,2.780
ZLK,7,2012,2.780
JHC,7,2012,2.780
PHA,8,2012,152
STC,8,2012,152
JHM,8,2012,152
PLK,8,2012,152
HKK,8,2012,152
VYS,8,2012,152
KVK,8,2012,152
LBK,8,2012,152
PAK,8,2012,152
MSK,8,2012,152
OLK,8,2012,152
ULK,8,2012,152
ZLK,8,2012,152
JHC,8,2012,152
PHA,9,2012,9.797
STC,9,2012,9.797
JHM,9,2012,9.797
PLK,9,2012,9.797
HKK,9,2012,9.797
VYS,9,2012,9.797
KVK,9,2012,9.797
LBK,9,2012,9.797
PAK,9,2012,9.797
MSK,9,2012,9.797
OLK,9,2012,9.797
ULK,9,2012,9.797
ZLK,9,2012,9.797
JHC,9,2012,9.797
PHA,10,2012,-110
STC,10,2012,-110
JHM,10,2012,-110
PLK,10,2012,-110
HKK,10,2012,-110
VYS,10,2012,-110
KVK,10,2012,-110
LBK,10,2012,-110
PAK,10,2012,-110
MSK,10,2012,-110
OLK,10,2012,-110
ULK,10,2012,-110
ZLK,10,2012,-110
JHC,10,2012,-110
PHA,11,2012,8.080
STC,11,2012,8.080
JHM,11,2012,8.080
PLK,11,2012,8.080
HKK,11,2012,8.080
VYS,11,2012,8.080
KVK,11,2012,8.080
LBK,11,2012,8.080
PAK,11,2012,8.080
MSK,11,2012,8.080
OLK,11,2012,8.080
ULK,11,2012,8.080
ZLK,11,2012,8.080
JHC,11,2012,8.080
PHA,12,2012,-6.492
STC,12,2012,-6.492
JHM,12,2012,-6.492
PLK,12,2012,-6.492
HKK,12,2012,-6.492
VYS,12,2012,-6.492
KVK,12,2012,-6.492
LBK,12,2012,-6.492
PAK,12,2012,-6.492
MSK,12,2012,-6.492
OLK,12,2012,-6.492
ULK,12,2012,-6.492
ZLK,12,2012,-6.492
JHC,12,2012,-6.492
PHA,1,2013,3.739
STC,1,2013,3.739
JHM,1,2013,3.739
PLK,1,2013,3.739
HKK,1,2013,3.739
VYS,1,2013,3.739
KVK,1,2013,3.739
LBK,1,2013,3.739
PAK,1,2013,3.739
MSK,1,2013,3.739
OLK,1,2013,3.739
ULK,1,2013,3.739
ZLK,1,2013,3.739
JHC,1,2013,3.739
PHA,2,2013,16.690
STC,2,2013,16.690
JHM,2,2013,16.690
PLK,2,2013,16.690
HKK,2,2013,16.690
VYS,2,2013,16.690
KVK,2,2013,16.690
LBK,2,2013,16.690
PAK,2,2013,16.690
MSK,2,2013,16.690
OLK,2,2013,16.690
ULK,2,2013,16.690
ZLK,2,2013,16.690
JHC,2,2013,16.690
PHA,3,2013,15.220
STC,3,2013,15.220
JHM,3,2013,15.220
PLK,3,2013,15.220
HKK,3,2013,15.220
VYS,3,2013,15.220
KVK,3,2013,15.220
LBK,3,2013,15.220
PAK,3,2013,15.220
MSK,3,2013,15.220
OLK,3,2013,15.220
ULK,3,2013,15.220
ZLK,3,2013,15.220
JHC,3,2013,15.220
PHA,4,2013,15.797
STC,4,2013,15.797
JHM,4,2013,15.797
PLK,4,2013,15.797
HKK,4,2013,15.797
VYS,4,2013,15.797
KVK,4,2013,15.797
LBK,4,2013,15.797
PAK,4,2013,15.797
MSK,4,2013,15.797
OLK,4,2013,15.797
ULK,4,2013,15.797
ZLK,4,2013,15.797
JHC,4,2013,15.797
PHA,5,2013,13.375
STC,5,2013,13.375
JHM,5,2013,13.375
PLK,5,2013,13.375
HKK,5,2013,13.375
VYS,5,2013,13.375
KVK,5,2013,13.375
LBK,5,2013,13.375
PAK,5,2013,13.375
MSK,5,2013,13.375
OLK,5,2013,13.375
ULK,5,2013,13.375
ZLK,5,2013,13.375
JHC,5,2013,13.375
PHA,6,2013,14.898
STC,6,2013,14.898
JHM,6,2013,14.898
PLK,6,2013,14.898
HKK,6,2013,14.898
VYS,6,2013,14.898
KVK,6,2013,14.898
LBK,6,2013,14.898
PAK,6,2013,14.898
MSK,6,2013,14.898
OLK,6,2013,14.898
ULK,6,2013,14.898
ZLK,6,2013,14.898
JHC,6,2013,14.898
PHA,7,2013,4.905
STC,7,2013,4.905
JHM,7,2013,4.905
PLK,7,2013,4.905
HKK,7,2013,4.905
VYS,7,2013,4.905
KVK,7,2013,4.905
LBK,7,2013,4.905
PAK,7,2013,4.905
MSK,7,2013,4.905
OLK,7,2013,4.905
ULK,7,2013,4.905
ZLK,7,2013,4.905
JHC,7,2013,4.905
PHA,8,2013,1.127
STC,8,2013,1.127
JHM,8,2013,1.127
PLK,8,2013,1.127
HKK,8,2013,1.127
VYS,8,2013,1.127
KVK,8,2013,1.127
LBK,8,2013,1.127
PAK,8,2013,1.127
MSK,8,2013,1.127
OLK,8,2013,1.127
ULK,8,2013,1.127
ZLK,8,2013,1.127
JHC,8,2013,1.127
PHA,9,2013,11.065
STC,9,2013,11.065
JHM,9,2013,11.065
PLK,9,2013,11.065
HKK,9,2013,11.065
VYS,9,2013,11.065
KVK,9,2013,11.065
LBK,9,2013,11.065
PAK,9,2013,11.065
MSK,9,2013,11.065
OLK,9,2013,11.065
ULK,9,2013,11.065
ZLK,9,2013,11.065
JHC,9,2013,11.065
PHA,10,2013,8.569
STC,10,2013,8.569
JHM,10,2013,8.569
PLK,10,2013,8.569
HKK,10,2013,8.569
VYS,10,2013,8.569
KVK,10,2013,8.569
LBK,10,2013,8.569
PAK,10,2013,8.569
MSK,10,2013,8.569
OLK,10,2013,8.569
ULK,10,2013,8.569
ZLK,10,2013,8.569
JHC,10,2013,8.569
PHA,11,2013,11.383
STC,11,2013,11.383
JHM,11,2013,11.383
PLK,11,2013,11.383
HKK,11,2013,11.383
VYS,11,2013,11.383
KVK,11,2013,11.383
LBK,11,2013,11.383
PAK,11,2013,11.383
MSK,11,2013,11.383
OLK,11,2013,11.383
ULK,11,2013,11.383
ZLK,11,2013,11.383
JHC,11,2013,11.383
PHA,12,2013,-10.250
STC,12,2013,-10.250
JHM,12,2013,-10.250
PLK,12,2013,-10.250
HKK,12,2013,-10.250
VYS,12,2013,-10.250
KVK,12,2013,-10.250
LBK,12,2013,-10.250
PAK,12,2013,-10.250
MSK,12,2013,-10.250
OLK,12,2013,-10.250
ULK,12,2013,-10.250
ZLK,12,2013,-10.250
JHC,12,2013,-10.250
PHA,1,2014,15.325
STC,1,2014,15.325
JHM,1,2014,15.325
PLK,1,2014,15.325
HKK,1,2014,15.325
VYS,1,2014,15.325
KVK,1,2014,15.325
LBK,1,2014,15.325
PAK,1,2014,15.325
MSK,1,2014,15.325
OLK,1,2014,15.325
ULK,1,2014,15.325
ZLK,1,2014,15.325
JHC,1,2014,15.325
PHA,2,2014,14.299
STC,2,2014,14.299
JHM,2,2014,14.299
PLK,2,2014,14.299
HKK,2,2014,14.299
VYS,2,2014,14.299
KVK,2,2014,14.299
LBK,2,2014,14.299
PAK,2,2014,14.299
MSK,2,2014,14.299
OLK,2,2014,14.299
ULK,2,2014,14.299
ZLK,2,2014,14.299
JHC,2,2014,14.299
PHA,3,2014,24.415
STC,3,2014,24.415
JHM,3,2014,24.415
PLK,3,2014,24.415
HKK,3,2014,24.415
VYS,3,2014,24.415
KVK,3,2014,24.415
LBK,3,2014,24.415
PAK,3,2014,24.415
MSK,3,2014,24.415
OLK,3,2014,24.415
ULK,3,2014,24.415
ZLK,3,2014,24.415
JHC,3,2014,24.415
PHA,4,2014,15.509
STC,4,2014,15.509
JHM,4,2014,15.509
PLK,4,2014,15.509
HKK,4,2014,15.509
VYS,4,2014,15.509
KVK,4,2014,15.509
LBK,4,2014,15.509
PAK,4,2014,15.509
MSK,4,2014,15.509
OLK,4,2014,15.509
ULK,4,2014,15.509
ZLK,4,2014,15.509
JHC,4,2014,15.509
PHA,5,2014,11.809
STC,5,2014,11.809
JHM,5,2014,11.809
PLK,5,2014,11.809
HKK,5,2014,11.809
VYS,5,2014,11.809
KVK,5,2014,11.809
LBK,5,2014,11.809
PAK,5,2014,11.809
MSK,5,2014,11.809
OLK,5,2014,11.809
ULK,5,2014,11.809
ZLK,5,2014,11.809
JHC,5,2014,11.809
PHA,6,2014,16.989
STC,6,2014,16.989
JHM,6,2014,16.989
PLK,6,2014,16.989
HKK,6,2014,16.989
VYS,6,2014,16.989
KVK,6,2014,16.989
LBK,6,2014,16.989
PAK,6,2014,16.989
MSK,6,2014,16.989
OLK,6,2014,16.989
ULK,6,2014,16.989
ZLK,6,2014,16.989
JHC,6,2014,16.989
PHA,7,2014,10.616
STC,7,2014,10.616
JHM,7,2014,10.616
PLK,7,2014,10.616
HKK,7,2014,10.616
VYS,7,2014,10.616
KVK,7,2014,10.616
LBK,7,2014,10.616
PAK,7,2014,10.616
MSK,7,2014,10.616
OLK,7,2014,10.616
ULK,7,2014,10.616
ZLK,7,2014,10.616
JHC,7,2014,10.616
PHA,8,2014,1.143
STC,8,2014,1.143
JHM,8,2014,1.143
PLK,8,2014,1.143
HKK,8,2014,1.143
VYS,8,2014,1.143
KVK,8,2014,1.143
LBK,8,2014,1.143
PAK,8,2014,1.143
MSK,8,2014,1.143
OLK,8,2014,1.143
ULK,8,2014,1.143
ZLK,8,2014,1.143
JHC,8,2014,1.143
PHA,9,2014,19.086
STC,9,2014,19.086
JHM,9,2014,19.086
PLK,9,2014,19.086
HKK,9,2014,19.086
VYS,9,2014,19.086
KVK,9,2014,19.086
LBK,9,2014,19.086
PAK,9,2014,19.086
MSK,9,2014,19.086
OLK,9,2014,19.086
ULK,9,2014,19.086
ZLK,9,2014,19.086
JHC,9,2014,19.086
PHA,10,2014,12.171
STC,10,2014,12.171
JHM,10,2014,12.171
PLK,10,2014,12.171
HKK,10,2014,12.171
VYS,10,2014,12.171
KVK,10,2014,12.171
LBK,10,2014,12.171
PAK,10,2014,12.171
MSK,10,2014,12.171
OLK,10,2014,12.171
ULK,10,2014,12.171
ZLK,10,2014,12.171
JHC,10,2014,12.171
PHA,11,2014,10.249
STC,11,2014,10.249
JHM,11,2014,10.249
PLK,11,2014,10.249
HKK,11,2014,10.249
VYS,11,2014,10.249
KVK,11,2014,10.249
LBK,11,2014,10.249
PAK,11,2014,10.249
MSK,11,2014,10.249
OLK,11,2014,10.249
ULK,11,2014,10.249
ZLK,11,2014,10.249
JHC,11,2014,10.249
PHA,12,2014,-5.602
STC,12,2014,-5.602
JHM,12,2014,-5.602
PLK,12,2014,-5.602
HKK,12,2014,-5.602
VYS,12,2014,-5.602
KVK,12,2014,-5.602
LBK,12,2014,-5.602
PAK,12,2014,-5.602
MSK,12,2014,-5.602
OLK,12,2014,-5.602
ULK,12,2014,-5.602
ZLK,12,2014,-5.602
JHC,12,2014,-5.602
PHA,1,2015,20.141
STC,1,2015,20.141
JHM,1,2015,20.141
PLK,1,2015,20.141
HKK,1,2015,20.141
VYS,1,2015,20.141
KVK,1,2015,20.141
LBK,1,2015,20.141
PAK,1,2015,20.141
MSK,1,2015,20.141
OLK,1,2015,20.141
ULK,1,2015,20.141
ZLK,1,2015,20.141
JHC,1,2015,20.141
PHA,2,2015,16.978
STC,2,2015,16.978
JHM,2,2015,16.978
PLK,2,2015,16.978
HKK,2,2015,16.978
VYS,2,2015,16.978
KVK,2,2015,16.978
LBK,2,2015,16.978
PAK,2,2015,16.978
MSK,2,2015,16.978
OLK,2,2015,16.978
ULK,2,2015,16.978
ZLK,2,2015,16.978
JHC,2,2015,16.978
PHA,3,2015,15.998
STC,3,2015,15.998
JHM,3,2015,15.998
PLK,3,2015,15.998
HKK,3,2015,15.998
VYS,3,2015,15.998
KVK,3,2015,15.998
LBK,3,2015,15.998
PAK,3,2015,15.998
MSK,3,2015,15.998
OLK,3,2015,15.998
ULK,3,2015,15.998
ZLK,3,2015,15.998
JHC,3,2015,15.998
PHA,4,2015,13.558
STC,4,2015,13.558
JHM,4,2015,13.558
PLK,4,2015,13.558
HKK,4,2015,13.558
VYS,4,2015,13.558
KVK,4,2015,13.558
LBK,4,2015,13.558
PAK,4,2015,13.558
MSK,4,2015,13.558
OLK,4,2015,13.558
ULK,4,2015,13.558
ZLK,4,2015,13.558
JHC,4,2015,13.558
PHA,5,2015,7.673
STC,5,2015,7.673
JHM,5,2015,7.673
PLK,5,2015,7.673
HKK,5,2015,7.673
VYS,5,2015,7.673
KVK,5,2015,7.673
LBK,5,2015,7.673
PAK,5,2015,7.673
MSK,5,2015,7.673
OLK,5,2015,7.673
ULK,5,2015,7.673
ZLK,5,2015,7.673
JHC,5,2015,7.673
PHA,6,2015,14.352
STC,6,2015,14.352
JHM,6,2015,14.352
PLK,6,2015,14.352
HKK,6,2015,14.352
VYS,6,2015,14.352
KVK,6,2015,14.352
LBK,6,2015,14.352
PAK,6,2015,14.352
MSK,6,2015,14.352
OLK,6,2015,14.352
ULK,6,2015,14.352
ZLK,6,2015,14.352
JHC,6,2015,14.352
PHA,7,2015,4.362
STC,7,2015,4.362
JHM,7,2015,4.362
PLK,7,2015,4.362
HKK,7,2015,4.362
VYS,7,2015,4.362
KVK,7,2015,4.362
LBK,7,2015,4.362
PAK,7,2015,4.362
MSK,7,2015,4.362
OLK,7,2015,4.362
ULK,7,2015,4.362
ZLK,7,2015,4.362
JHC,7,2015,4.362
PHA,8,2015,-1.726
STC,8,2015,-1.726
JHM,8,2015,-1.726
PLK,8,2015,-1.726
HKK,8,2015,-1.726
VYS,8,2015,-1.726
KVK,8,2015,-1.726
LBK,8,2015,-1.726
PAK,8,2015,-1.726
MSK,8,2015,-1.726
OLK,8,2015,-1.726
ULK,8,2015,-1.726
ZLK,8,2015,-1.726
JHC,8,2015,-1.726
PHA,9,2015,15.976
STC,9,2015,15.976
JHM,9,2015,15.976
PLK,9,2015,15.976
HKK,9,2015,15.976
VYS,9,2015,15.976
KVK,9,2015,15.976
LBK,9,2015,15.976
PAK,9,2015,15.976
MSK,9,2015,15.976
OLK,9,2015,15.976
ULK,9,2015,15.976
ZLK,9,2015,15.976
JHC,9,2015,15.976
PHA,10,2015,15.176
STC,10,2015,15.176
JHM,10,2015,15.176
PLK,10,2015,15.176
HKK,10,2015,15.176
VYS,10,2015,15.176
KVK,10,2015,15.176
LBK,10,2015,15.176
PAK,10,2015,15.176
MSK,10,2015,15.176
OLK,10,2015,15.176
ULK,10,2015,15.176
ZLK,10,2015,15.176
JHC,10,2015,15.176
PHA,11,2015,9.644
STC,11,2015,9.644
JHM,11,2015,9.644
PLK,11,2015,9.644
HKK,11,2015,9.644
VYS,11,2015,9.644
KVK,11,2015,9.644
LBK,11,2015,9.644
PAK,11,2015,9.644
MSK,11,2015,9.644
OLK,11,2015,9.644
ULK,11,2015,9.644
ZLK,11,2015,9.644
JHC,11,2015,9.644
PHA,12,2015,-1.156
STC,12,2015,-1.156
JHM,12,2015,-1.156
PLK,12,2015,-1.156
HKK,12,2015,-1.156
VYS,12,2015,-1.156
KVK,12,2015,-1.156
LBK,12,2015,-1.156
PAK,12,2015,-1.156
MSK,12,2015,-1.156
OLK,12,2015,-1.156
ULK,12,2015,-1.156
ZLK,12,2015,-1.156
JHC,12,2015,-1.156
PHA,1,2016,20.890
STC,1,2016,20.890
JHM,1,2016,20.890
PLK,1,2016,20.890
HKK,1,2016,20.890
VYS,1,2016,20.890
KVK,1,2016,20.890
LBK,1,2016,20.890
PAK,1,2016,20.890
MSK,1,2016,20.890
OLK,1,2016,20.890
ULK,1,2016,20.890
ZLK,1,2016,20.890
JHC,1,2016,20.890
PHA,2,2016,19.896
STC,2,2016,19.896
JHM,2,2016,19.896
PLK,2,2016,19.896
HKK,2,2016,19.896
VYS,2,2016,19.896
KVK,2,2016,19.896
LBK,2,2016,19.896
PAK,2,2016,19.896
MSK,2,2016,19.896
OLK,2,2016,19.896
ULK,2,2016,19.896
ZLK,2,2016,19.896
JHC,2,2016,19.896
PHA,3,2016,20.927
STC,3,2016,20.927
JHM,3,2016,20.927
PLK,3,2016,20.927
HKK,3,2016,20.927
VYS,3,2016,20.927
KVK,3,2016,20.927
LBK,3,2016,20.927
PAK,3,2016,20.927
MSK,3,2016,20.927
OLK,3,2016,20.927
ULK,3,2016,20.927
ZLK,3,2016,20.927
JHC,3,2016,20.927
PHA,4,2016,23.863
STC,4,2016,23.863
JHM,4,2016,23.863
PLK,4,2016,23.863
HKK,4,2016,23.863
VYS,4,2016,23.863
KVK,4,2016,23.863
LBK,4,2016,23.863
PAK,4,2016,23.863
MSK,4,2016,23.863
OLK,4,2016,23.863
ULK,4,2016,23.863
ZLK,4,2016,23.863
JHC,4,2016,23.863
PHA,5,2016,16.877
STC,5,2016,16.877
JHM,5,2016,16.877
PLK,5,2016,16.877
HKK,5,2016,16.877
VYS,5,2016,16.877
KVK,5,2016,16.877
LBK,5,2016,16.877
PAK,5,2016,16.877
MSK,5,2016,16.877
OLK,5,2016,16.877
ULK,5,2016,16.877
ZLK,5,2016,16.877
JHC,5,2016,16.877
PHA,6,2016,20.045
STC,6,2016,20.045
JHM,6,2016,20.045
PLK,6,2016,20.045
HKK,6,2016,20.045
VYS,6,2016,20.045
KVK,6,2016,20.045
LBK,6,2016,20.045
PAK,6,2016,20.045
MSK,6,2016,20.045
OLK,6,2016,20.045
ULK,6,2016,20.045
ZLK,6,2016,20.045
JHC,6,2016,20.045
PHA,7,2016,-209
STC,7,2016,-209
JHM,7,2016,-209
PLK,7,2016,-209
HKK,7,2016,-209
VYS,7,2016,-209
KVK,7,2016,-209
LBK,7,2016,-209
PAK,7,2016,-209
MSK,7,2016,-209
OLK,7,2016,-209
ULK,7,2016,-209
ZLK,7,2016,-209
JHC,7,2016,-209
PHA,8,2016,7.325
STC,8,2016,7.325
JHM,8,2016,7.325
PLK,8,2016,7.325
HKK,8,2016,7.325
VYS,8,2016,7.325
KVK,8,2016,7.325
LBK,8,2016,7.325
PAK,8,2016,7.325
MSK,8,2016,7.325
OLK,8,2016,7.325
ULK,8,2016,7.325
ZLK,8,2016,7.325
JHC,8,2016,7.325
PHA,9,2016,19.371
STC,9,2016,19.371
JHM,9,2016,19.371
PLK,9,2016,19.371
HKK,9,2016,19.371
VYS,9,2016,19.371
KVK,9,2016,19.371
LBK,9,2016,19.371
PAK,9,2016,19.371
MSK,9,2016,19.371
OLK,9,2016,19.371
ULK,9,2016,19.371
ZLK,9,2016,19.371
JHC,9,2016,19.371
PHA,10,2016,14.699
STC,10,2016,14.699
JHM,10,2016,14.699
PLK,10,2016,14.699
HKK,10,2016,14.699
VYS,10,2016,14.699
KVK,10,2016,14.699
LBK,10,2016,14.699
PAK,10,2016,14.699
MSK,10,2016,14.699
OLK,10,2016,14.699
ULK,10,2016,14.699
ZLK,10,2016,14.699
JHC,10,2016,14.699
PHA,11,2016,8.328
STC,11,2016,8.328
JHM,11,2016,8.328
PLK,11,2016,8.328
HKK,11,2016,8.328
VYS,11,2016,8.328
KVK,11,2016,8.328
LBK,11,2016,8.328
PAK,11,2016,8.328
MSK,11,2016,8.328
OLK,11,2016,8.328
ULK,11,2016,8.328
ZLK,11,2016,8.328
JHC,11,2016,8.328
PHA,12,2016,-8.357
STC,12,2016,-8.357
JHM,12,2016,-8.357
PLK,12,2016,-8.357
HKK,12,2016,-8.357
VYS,12,2016,-8.357
KVK,12,2016,-8.357
LBK,12,2016,-8.357
PAK,12,2016,-8.357
MSK,12,2016,-8.357
OLK,12,2016,-8.357
ULK,12,2016,-8.357
ZLK,12,2016,-8.357
JHC,12,2016,-8.357
PHA,1,2017,23.257
STC,1,2017,23.257
JHM,1,2017,23.257
PLK,1,2017,23.257
HKK,1,2017,23.257
VYS,1,2017,23.257
KVK,1,2017,23.257
LBK,1,2017,23.257
PAK,1,2017,23.257
MSK,1,2017,23.257
OLK,1,2017,23.257
ULK,1,2017,23.257
ZLK,1,2017,23.257
JHC,1,2017,23.257
PHA,2,2017,22.608
STC,2,2017,22.608
JHM,2,2017,22.608
PLK,2,2017,22.608
HKK,2,2017,22.608
VYS,2,2017,22.608
KVK,2,2017,22.608
LBK,2,2017,22.608
PAK,2,2017,22.608
MSK,2,2017,22.608
OLK,2,2017,22.608
ULK,2,2017,22.608
ZLK,2,2017,22.608
JHC,2,2017,22.608
PHA,3,2017,27.435
STC,3,2017,27.435
JHM,3,2017,27.435
PLK,3,2017,27.435
HKK,3,2017,27.435
VYS,3,2017,27.435
KVK,3,2017,27.435
LBK,3,2017,27.435
PAK,3,2017,27.435
MSK,3,2017,27.435
OLK,3,2017,27.435
ULK,3,2017,27.435
ZLK,3,2017,27.435
JHC,3,2017,27.435
PHA,4,2017,14.901
STC,4,2017,14.901
JHM,4,2017,14.901
PLK,4,2017,14.901
HKK,4,2017,14.901
VYS,4,2017,14.901
KVK,4,2017,14.901
LBK,4,2017,14.901
PAK,4,2017,14.901
MSK,4,2017,14.901
OLK,4,2017,14.901
ULK,4,2017,14.901
ZLK,4,2017,14.901
JHC,4,2017,14.901
PHA,5,2017,16.179
STC,5,2017,16.179
JHM,5,2017,16.179
PLK,5,2017,16.179
HKK,5,2017,16.179
VYS,5,2017,16.179
KVK,5,2017,16.179
LBK,5,2017,16.179
PAK,5,2017,16.179
MSK,5,2017,16.179
OLK,5,2017,16.179
ULK,5,2017,16.179
ZLK,5,2017,16.179
JHC,5,2017,16.179
PHA,6,2017,20.706
STC,6,2017,20.706
JHM,6,2017,20.706
PLK,6,2017,20.706
HKK,6,2017,20.706
VYS,6,2017,20.706
KVK,6,2017,20.706
LBK,6,2017,20.706
PAK,6,2017,20.706
MSK,6,2017,20.706
OLK,6,2017,20.706
ULK,6,2017,20.706
ZLK,6,2017,20.706
JHC,6,2017,20.706
PHA,7,2017,-1.944
STC,7,2017,-1.944
JHM,7,2017,-1.944
PLK,7,2017,-1.944
HKK,7,2017,-1.944
VYS,7,2017,-1.944
KVK,7,2017,-1.944
LBK,7,2017,-1.944
PAK,7,2017,-1.944
MSK,7,2017,-1.944
OLK,7,2017,-1.944
ULK,7,2017,-1.944
ZLK,7,2017,-1.944
JHC,7,2017,-1.944
PHA,8,2017,4.916
STC,8,2017,4.916
JHM,8,2017,4.916
