month,year,kraj,avg_monthly_salary
10,2017,VYS,29357
11,2017,VYS,29357
12,2017,VYS,29357
1,2017,ZLK,24418
2,2017,ZLK,24418
3,2017,ZLK,24418
4,2017,ZLK,25964
5,2017,ZLK,25964
6,2017,ZLK,25964
7,2017,ZLK,25985
8,2017,ZLK,25985
9,2017,ZLK,25985
10,2017,ZLK,28614
11,2017,ZLK,28614
12,2017,ZLK,28614
1,2018,HKK,27892
2,2018,HKK,27892
3,2018,HKK,27892
4,2018,HKK,30612
5,2018,HKK,30612
6,2018,HKK,30612
7,2018,HKK,29308
8,2018,HKK,29308
9,2018,HKK,29308
10,2018,HKK,31646
11,2018,HKK,31646
12,2018,HKK,31646
1,2018,JHC,27198
2,2018,JHC,27198
3,2018,JHC,27198
4,2018,JHC,28638
5,2018,JHC,28638
6,2018,JHC,28638
7,2018,JHC,28890
8,2018,JHC,28890
9,2018,JHC,28890
10,2018,JHC,30875
11,2018,JHC,30875
12,2018,JHC,30875
1,2018,JHM,29279
2,2018,JHM,29279
3,2018,JHM,29279
4,2018,JHM,30451
5,2018,JHM,30451
6,2018,JHM,30451
7,2018,JHM,30647
8,2018,JHM,30647
9,2018,JHM,30647
10,2018,JHM,33083
11,2018,JHM,33083
12,2018,JHM,33083
1,2018,KVK,26478
2,2018,KVK,26478
3,2018,KVK,26478
4,2018,KVK,27761
5,2018,KVK,27761
6,2018,KVK,27761
7,2018,KVK,28003
8,2018,KVK,28003
9,2018,KVK,28003
10,2018,KVK,29737
11,2018,KVK,29737
12,2018,KVK,29737
1,2018,LBK,28073
2,2018,LBK,28073
3,2018,LBK,28073
4,2018,LBK,29792
5,2018,LBK,29792
6,2018,LBK,29792
7,2018,LBK,29538
8,2018,LBK,29538
9,2018,LBK,29538
10,2018,LBK,31705
11,2018,LBK,31705
12,2018,LBK,31705
1,2018,MSK,27325
2,2018,MSK,27325
3,2018,MSK,27325
4,2018,MSK,28824
5,2018,MSK,28824
6,2018,MSK,28824
7,2018,MSK,28815
8,2018,MSK,28815
9,2018,MSK,28815
10,2018,MSK,31041
11,2018,MSK,31041
12,2018,MSK,31041
1,2018,OLK,26958
2,2018,OLK,26958
3,2018,OLK,26958
4,2018,OLK,28561
5,2018,OLK,28561
6,2018,OLK,28561
7,2018,OLK,28832
8,2018,OLK,28832
9,2018,OLK,28832
10,2018,OLK,30814
11,2018,OLK,30814
12,2018,OLK,30814
1,2018,PAK,27125
2,2018,PAK,27125
3,2018,PAK,27125
4,2018,PAK,28513
5,2018,PAK,28513
6,2018,PAK,28513
7,2018,PAK,28688
8,2018,PAK,28688
9,2018,PAK,28688
10,2018,PAK,31132
11,2018,PAK,31132
12,2018,PAK,31132
1,2018,PHA,39143
2,2018,PHA,39143
3,2018,PHA,39143
4,2018,PHA,39913
5,2018,PHA,39913
6,2018,PHA,39913
7,2018,PHA,39442
8,2018,PHA,39442
9,2018,PHA,39442
10,2018,PHA,42060
11,2018,PHA,42060
12,2018,PHA,42060
1,2018,PLK,29447
2,2018,PLK,29447
3,2018,PLK,29447
4,2018,PLK,31079
5,2018,PLK,31079
6,2018,PLK,31079
7,2018,PLK,30930
8,2018,PLK,30930
9,2018,PLK,30930
10,2018,PLK,33145
11,2018,PLK,33145
12,2018,PLK,33145
1,2018,STC,30400
2,2018,STC,30400
3,2018,STC,30400
4,2018,STC,33927
5,2018,STC,33927
6,2018,STC,33927
7,2018,STC,31925
8,2018,STC,31925
9,2018,STC,31925
10,2018,STC,34619
11,2018,STC,34619
12,2018,STC,34619
1,2018,ULK,27867
2,2018,ULK,27867
3,2018,ULK,27867
4,2018,ULK,29141
5,2018,ULK,29141
6,2018,ULK,29141
7,2018,ULK,29159
8,2018,ULK,29159
9,2018,ULK,29159
10,2018,ULK,31181
11,2018,ULK,31181
12,2018,ULK,31181
1,2018,VYS,27927
2,2018,VYS,27927
3,2018,VYS,27927
4,2018,VYS,29347
5,2018,VYS,29347
6,2018,VYS,29347
7,2018,VYS,29246
8,2018,VYS,29246
9,2018,VYS,29246
10,2018,VYS,31203
11,2018,VYS,31203
12,2018,VYS,31203
1,2018,ZLK,26705
2,2018,ZLK,26705
3,2018,ZLK,26705
4,2018,ZLK,28381
5,2018,ZLK,28381
6,2018,ZLK,28381
7,2018,ZLK,28221
8,2018,ZLK,28221
9,2018,ZLK,28221
10,2018,ZLK,30974
11,2018,ZLK,30974
12,2018,ZLK,30974
1,2019,HKK,30468
2,2019,HKK,30468
3,2019,HKK,30468
4,2019,HKK,33172
5,2019,HKK,33172
6,2019,HKK,33172
7,2019,HKK,31818
8,2019,HKK,31818
9,2019,HKK,31818
10,2019,HKK,34286
11,2019,HKK,34286
12,2019,HKK,34286
1,2019,JHC,29504
2,2019,JHC,29504
3,2019,JHC,29504
4,2019,JHC,31049
5,2019,JHC,31049
6,2019,JHC,31049
7,2019,JHC,31037
8,2019,JHC,31037
9,2019,JHC,31037
10,2019,JHC,33632
11,2019,JHC,33632
12,2019,JHC,33632
1,2019,JHM,31860
2,2019,JHM,31860
3,2019,JHM,31860
4,2019,JHM,33248
5,2019,JHM,33248
6,2019,JHM,33248
7,2019,JHM,33205
8,2019,JHM,33205
9,2019,JHM,33205
10,2019,JHM,35865
11,2019,JHM,35865
12,2019,JHM,35865
1,2019,KVK,28669
2,2019,KVK,28669
3,2019,KVK,28669
4,2019,KVK,29871
5,2019,KVK,29871
6,2019,KVK,29871
7,2019,KVK,30155
8,2019,KVK,30155
9,2019,KVK,30155
10,2019,KVK,32018
11,2019,KVK,32018
12,2019,KVK,32018
1,2019,LBK,30705
2,2019,LBK,30705
3,2019,LBK,30705
4,2019,LBK,32302
5,2019,LBK,32302
6,2019,LBK,32302
7,2019,LBK,31880
8,2019,LBK,31880
9,2019,LBK,31880
10,2019,LBK,34171
11,2019,LBK,34171
12,2019,LBK,34171
1,2019,MSK,29227
2,2019,MSK,29227
3,2019,MSK,29227
4,2019,MSK,30963
5,2019,MSK,30963
6,2019,MSK,30963
7,2019,MSK,30822
8,2019,MSK,30822
9,2019,MSK,30822
10,2019,MSK,32856
11,2019,MSK,32856
12,2019,MSK,32856
1,2019,OLK,29226
2,2019,OLK,29226
3,2019,OLK,29226
4,2019,OLK,30762
5,2019,OLK,30762
6,2019,OLK,30762
7,2019,OLK,30958
8,2019,OLK,30958
9,2019,OLK,30958
10,2019,OLK,33289
11,2019,OLK,33289
12,2019,OLK,33289
1,2019,PAK,29271
2,2019,PAK,29271
3,2019,PAK,29271
4,2019,PAK,30695
5,2019,PAK,30695
6,2019,PAK,30695
7,2019,PAK,30770
8,2019,PAK,30770
9,2019,PAK,30770
10,2019,PAK,33481
11,2019,PAK,33481
12,2019,PAK,33481
1,2019,PHA,42286
2,2019,PHA,42286
3,2019,PHA,42286
4,2019,PHA,42887
5,2019,PHA,42887
6,2019,PHA,42887
7,2019,PHA,42169
8,2019,PHA,42169
9,2019,PHA,42169
10,2019,PHA,44871
11,2019,PHA,44871
12,2019,PHA,44871
1,2019,PLK,31766
2,2019,PLK,31766
3,2019,PLK,31766
4,2019,PLK,33456
5,2019,PLK,33456
6,2019,PLK,33456
7,2019,PLK,33491
8,2019,PLK,33491
9,2019,PLK,33491
10,2019,PLK,35733
11,2019,PLK,35733
12,2019,PLK,35733
1,2019,STC,33243
2,2019,STC,33243
3,2019,STC,33243
4,2019,STC,36852
5,2019,STC,36852
6,2019,STC,36852
7,2019,STC,34747
8,2019,STC,34747
9,2019,STC,34747
10,2019,STC,37562
11,2019,STC,37562
12,2019,STC,37562
1,2019,ULK,30325
2,2019,ULK,30325
3,2019,ULK,30325
4,2019,ULK,31742
5,2019,ULK,31742
6,2019,ULK,31742
7,2019,ULK,31728
8,2019,ULK,31728
9,2019,ULK,31728
10,2019,ULK,33954
11,2019,ULK,33954
12,2019,ULK,33954
1,2019,VYS,29998
2,2019,VYS,29998
3,2019,VYS,29998
4,2019,VYS,31599
5,2019,VYS,31599
6,2019,VYS,31599
7,2019,VYS,31496
8,2019,VYS,31496
9,2019,VYS,31496
10,2019,VYS,33691
11,2019,VYS,33691
12,2019,VYS,33691
1,2019,ZLK,28754
2,2019,ZLK,28754
3,2019,ZLK,28754
4,2019,ZLK,30513
5,2019,ZLK,30513
6,2019,ZLK,30513
7,2019,ZLK,30385
8,2019,ZLK,30385
9,2019,ZLK,30385
10,2019,ZLK,32975
11,2019,ZLK,32975
12,2019,ZLK,32975
1,2020,HKK,31984
2,2020,HKK,31984
3,2020,HKK,31984
4,2020,HKK,33063
5,2020,HKK,33063
6,2020,HKK,33063
7,2020,HKK,33739
8,2020,HKK,33739
9,2020,HKK,33739
10,2020,HKK,37267
11,2020,HKK,37267
12,2020,HKK,37267
1,2020,JHC,31051
2,2020,JHC,31051
3,2020,JHC,31051
4,2020,JHC,31321
5,2020,JHC,31321
6,2020,JHC,31321
7,2020,JHC,32631
8,2020,JHC,32631
9,2020,JHC,32631
10,2020,JHC,36081
11,2020,JHC,36081
12,2020,JHC,36081
1,2020,JHM,33829
2,2020,JHM,33829
3,2020,JHM,33829
4,2020,JHM,33899
5,2020,JHM,33899
6,2020,JHM,33899
7,2020,JHM,35265
8,2020,JHM,35265
9,2020,JHM,35265
10,2020,JHM,38598
11,2020,JHM,38598
12,2020,JHM,38598
1,2020,KVK,29728
2,2020,KVK,29728
3,2020,KVK,29728
4,2020,KVK,29555
5,2020,KVK,29555
6,2020,KVK,29555
7,2020,KVK,31523
8,2020,KVK,31523
9,2020,KVK,31523
10,2020,KVK,34217
11,2020,KVK,34217
12,2020,KVK,34217
1,2020,LBK,31640
2,2020,LBK,31640
3,2020,LBK,31640
4,2020,LBK,31289
5,2020,LBK,31289
6,2020,LBK,31289
7,2020,LBK,33427
8,2020,LBK,33427
9,2020,LBK,33427
10,2020,LBK,36379
11,2020,LBK,36379
12,2020,LBK,36379
1,2020,MSK,30989
2,2020,MSK,30989
3,2020,MSK,30989
4,2020,MSK,31119
5,2020,MSK,31119
6,2020,MSK,31119
7,2020,MSK,32571
8,2020,MSK,32571
9,2020,MSK,32571
10,2020,MSK,35488
11,2020,MSK,35488
12,2020,MSK,35488
1,2020,OLK,30829
2,2020,OLK,30829
3,2020,OLK,30829
4,2020,OLK,31277
5,2020,OLK,31277
6,2020,OLK,31277
7,2020,OLK,33049
8,2020,OLK,33049
9,2020,OLK,33049
10,2020,OLK,36145
11,2020,OLK,36145
12,2020,OLK,36145
1,2020,PAK,30790
2,2020,PAK,30790
3,2020,PAK,30790
4,2020,PAK,30980
5,2020,PAK,30980
6,2020,PAK,30980
7,2020,PAK,32548
8,2020,PAK,32548
9,2020,PAK,32548
10,2020,PAK,35894
11,2020,PAK,35894
12,2020,PAK,35894
1,2020,PHA,44504
2,2020,PHA,44504
3,2020,PHA,44504
4,2020,PHA,43746
5,2020,PHA,43746
6,2020,PHA,43746
7,2020,PHA,44294
8,2020,PHA,44294
9,2020,PHA,44294
10,2020,PHA,47192
11,2020,PHA,47192
12,2020,PHA,47192
1,2020,PLK,33362
2,2020,PLK,33362
3,2020,PLK,33362
4,2020,PLK,33193
5,2020,PLK,33193
6,2020,PLK,33193
7,2020,PLK,35015
8,2020,PLK,35015
9,2020,PLK,35015
10,2020,PLK,38258
11,2020,PLK,38258
12,2020,PLK,38258
1,2020,STC,34998
2,2020,STC,34998
3,2020,STC,34998
4,2020,STC,36780
5,2020,STC,36780
6,2020,STC,36780
7,2020,STC,36335
8,2020,STC,36335
9,2020,STC,36335
10,2020,STC,39563
11,2020,STC,39563
12,2020,STC,39563
1,2020,ULK,32013
2,2020,ULK,32013
3,2020,ULK,32013
4,2020,ULK,32505
5,2020,ULK,32505
6,2020,ULK,32505
7,2020,ULK,33670
8,2020,ULK,33670
9,2020,ULK,33670
10,2020,ULK,36795
11,2020,ULK,36795
12,2020,ULK,36795
1,2020,VYS,31605
2,2020,VYS,31605
3,2020,VYS,31605
4,2020,VYS,31436
5,2020,VYS,31436
6,2020,VYS,31436
7,2020,VYS,33312
8,2020,VYS,33312
9,2020,VYS,33312
10,2020,VYS,36089
11,2020,VYS,36089
12,2020,VYS,36089
1,2020,ZLK,30310
2,2020,ZLK,30310
3,2020,ZLK,30310
4,2020,ZLK,30245
5,2020,ZLK,30245
6,2020,ZLK,30245
7,2020,ZLK,31806
8,2020,ZLK,31806
9,2020,ZLK,31806
10,2020,ZLK,34713
11,2020,ZLK,34713
12,2020,ZLK,34713
1,2021,HKK,33032
2,2021,HKK,33032
3,2021,HKK,33032
4,2021,HKK,37417
5,2021,HKK,37417
6,2021,HKK,37417
7,2021,HKK,35487
8,2021,HKK,35487
9,2021,HKK,35487
10,2021,HKK,38240
11,2021,HKK,38240
12,2021,HKK,38240
1,2021,JHC,32213
2,2021,JHC,32213
3,2021,JHC,32213
4,2021,JHC,35451
5,2021,JHC,35451
6,2021,JHC,35451
7,2021,JHC,34841
8,2021,JHC,34841
9,2021,JHC,34841
10,2021,JHC,37523
11,2021,JHC,37523
12,2021,JHC,37523
1,2021,JHM,34989
2,2021,JHM,34989
3,2021,JHM,34989
4,2021,JHM,37636
5,2021,JHM,37636
6,2021,JHM,37636
7,2021,JHM,37248
8,2021,JHM,37248
9,2021,JHM,37248
10,2021,JHM,40176
11,2021,JHM,40176
12,2021,JHM,40176
1,2021,KVK,30189
2,2021,KVK,30189
3,2021,KVK,30189
4,2021,KVK,33666
5,2021,KVK,33666
6,2021,KVK,33666
7,2021,KVK,33300
8,2021,KVK,33300
9,2021,KVK,33300
10,2021,KVK,35666
11,2021,KVK,35666
12,2021,KVK,35666
1,2021,LBK,31956
2,2021,LBK,31956
3,2021,LBK,31956
4,2021,LBK,35126
5,2021,LBK,35126
6,2021,LBK,35126
7,2021,LBK,34398
8,2021,LBK,34398
9,2021,LBK,34398
10,2021,LBK,36963
11,2021,LBK,36963
12,2021,LBK,36963
1,2021,MSK,32232
2,2021,MSK,32232
3,2021,MSK,32232
4,2021,MSK,35325
5,2021,MSK,35325
6,2021,MSK,35325
7,2021,MSK,34523
8,2021,MSK,34523
9,2021,MSK,34523
10,2021,MSK,37034
11,2021,MSK,37034
12,2021,MSK,37034
1,2021,OLK,32035
2,2021,OLK,32035
3,2021,OLK,32035
4,2021,OLK,35273
5,2021,OLK,35273
6,2021,OLK,35273
7,2021,OLK,34930
8,2021,OLK,34930
9,2021,OLK,34930
10,2021,OLK,37262
11,2021,OLK,37262
12,2021,OLK,37262
1,2021,PAK,31554
2,2021,PAK,31554
3,2021,PAK,31554
4,2021,PAK,34721
5,2021,PAK,34721
6,2021,PAK,34721
7,2021,PAK,34385
8,2021,PAK,34385
9,2021,PAK,34385
10,2021,PAK,37286
11,2021,PAK,37286
12,2021,PAK,37286
1,2021,PHA,45960
2,2021,PHA,45960
3,2021,PHA,45960
4,2021,PHA,47420
5,2021,PHA,47420
6,2021,PHA,47420
7,2021,PHA,46468
8,2021,PHA,46468
9,2021,PHA,46468
10,2021,PHA,49315
11,2021,PHA,49315
12,2021,PHA,49315
1,2021,PLK,34001
2,2021,PLK,34001
3,2021,PLK,34001
4,2021,PLK,37281
5,2021,PLK,37281
6,2021,PLK,37281
7,2021,PLK,36670
8,2021,PLK,36670
9,2021,PLK,36670
10,2021,PLK,39421
11,2021,PLK,39421
12,2021,PLK,39421
1,2021,STC,35578
2,2021,STC,35578
3,2021,STC,35578
4,2021,STC,40225
5,2021,STC,40225
6,2021,STC,40225
7,2021,STC,38005
8,2021,STC,38005
9,2021,STC,38005
10,2021,STC,40765
11,2021,STC,40765
12,2021,STC,40765
1,2021,ULK,32981
2,2021,ULK,32981
3,2021,ULK,32981
4,2021,ULK,36329
5,2021,ULK,36329
6,2021,ULK,36329
7,2021,ULK,35172
8,2021,ULK,35172
9,2021,ULK,35172
10,2021,ULK,37493
11,2021,ULK,37493
12,2021,ULK,37493
1,2021,VYS,32937
2,2021,VYS,32937
3,2021,VYS,32937
4,2021,VYS,35675
5,2021,VYS,35675
6,2021,VYS,35675
7,2021,VYS,35230
8,2021,VYS,35230
9,2021,VYS,35230
10,2021,VYS,37616
11,2021,VYS,37616
12,2021,VYS,37616
1,2021,ZLK,31515
2,2021,ZLK,31515
3,2021,ZLK,31515
4,2021,ZLK,34471
5,2021,ZLK,34471
6,2021,ZLK,34471
7,2021,ZLK,34348
8,2021,ZLK,34348
9,2021,ZLK,34348
10,2021,ZLK,37129
11,2021,ZLK,37129
12,2021,ZLK,37129
1,2022,HKK,34689
2,2022,HKK,34689
3,2022,HKK,34689
4,2022,HKK,38368
5,2022,HKK,38368
6,2022,HKK,38368
7,2022,HKK,36968
8,2022,HKK,36968
9,2022,HKK,36968
10,2022,HKK,40625
11,2022,HKK,40625
12,2022,HKK,40625
1,2022,JHC,33998
2,2022,JHC,33998
3,2022,JHC,33998
4,2022,JHC,36381
5,2022,JHC,36381
6,2022,JHC,36381
7,2022,JHC,36408
8,2022,JHC,36408
9,2022,JHC,36408
10,2022,JHC,40251
11,2022,JHC,40251
12,2022,JHC,40251
1,2022,JHM,37027
2,2022,JHM,37027
3,2022,JHM,37027
4,2022,JHM,38894
5,2022,JHM,38894
6,2022,JHM,38894
7,2022,JHM,39167
8,2022,JHM,39167
9,2022,JHM,39167
10,2022,JHM,42944
11,2022,JHM,42944
12,2022,JHM,42944
1,2022,KVK,32424
2,2022,KVK,32424
3,2022,KVK,32424
4,2022,KVK,34577
5,2022,KVK,34577
6,2022,KVK,34577
7,2022,KVK,34866
8,2022,KVK,34866
9,2022,KVK,34866
10,2022,KVK,37757
11,2022,KVK,37757
12,2022,KVK,37757
1,2022,LBK,33745
2,2022,LBK,33745
3,2022,LBK,33745
4,2022,LBK,36237
5,2022,LBK,36237
6,2022,LBK,36237
7,2022,LBK,36290
8,2022,LBK,36290
9,2022,LBK,36290
10,2022,LBK,39207
11,2022,LBK,39207
12,2022,LBK,39207
1,2022,MSK,34019
2,2022,MSK,34019
3,2022,MSK,34019
4,2022,MSK,36253
5,2022,MSK,36253
6,2022,MSK,36253
7,2022,MSK,36610
8,2022,MSK,36610
9,2022,MSK,36610
10,2022,MSK,39524
11,2022,MSK,39524
12,2022,MSK,39524
1,2022,OLK,33712
2,2022,OLK,33712
3,2022,OLK,33712
4,2022,OLK,35978
5,2022,OLK,35978
6,2022,OLK,35978
7,2022,OLK,36444
8,2022,OLK,36444
9,2022,OLK,36444
10,2022,OLK,39475
11,2022,OLK,39475
12,2022,OLK,39475
1,2022,PAK,33321
2,2022,PAK,33321
3,2022,PAK,33321
4,2022,PAK,35416
5,2022,PAK,35416
6,2022,PAK,35416
7,2022,PAK,35722
8,2022,PAK,35722
9,2022,PAK,35722
10,2022,PAK,39324
11,2022,PAK,39324
12,2022,PAK,39324
1,2022,PHA,49273
2,2022,PHA,49273
3,2022,PHA,49273
4,2022,PHA,49639
5,2022,PHA,49639
6,2022,PHA,49639
7,2022,PHA,49031
8,2022,PHA,49031
9,2022,PHA,49031
10,2022,PHA,52196
11,2022,PHA,52196
12,2022,PHA,52196
1,2022,PLK,35862
2,2022,PLK,35862
3,2022,PLK,35862
4,2022,PLK,37968
5,2022,PLK,37968
6,2022,PLK,37968
7,2022,PLK,38290
8,2022,PLK,38290
9,2022,PLK,38290
10,2022,PLK,41545
11,2022,PLK,41545
12,2022,PLK,41545
1,2022,STC,37707
2,2022,STC,37707
3,2022,STC,37707
4,2022,STC,41911
5,2022,STC,41911
6,2022,STC,41911
7,2022,STC,39839
8,2022,STC,39839
9,2022,STC,39839
10,2022,STC,43744
11,2022,STC,43744
12,2022,STC,43744
1,2022,ULK,34696
2,2022,ULK,34696
3,2022,ULK,34696
4,2022,ULK,36569
5,2022,ULK,36569
6,2022,ULK,36569
7,2022,ULK,36731
8,2022,ULK,36731
9,2022,ULK,36731
10,2022,ULK,40152
11,2022,ULK,40152
12,2022,ULK,40152
1,2022,VYS,34566
2,2022,VYS,34566
3,2022,VYS,34566
4,2022,VYS,36551
5,2022,VYS,36551
6,2022,VYS,36551
7,2022,VYS,36588
8,2022,VYS,36588
9,2022,VYS,36588
10,2022,VYS,40060
11,2022,VYS,40060
12,2022,VYS,40060
1,2022,ZLK,33418
2,2022,ZLK,33418
3,2022,ZLK,33418
4,2022,ZLK,36059
5,2022,ZLK,36059
6,2022,ZLK,36059
7,2022,ZLK,36114
8,2022,ZLK,36114
9,2022,ZLK,36114
10,2022,ZLK,39704
11,2022,ZLK,39704
12,2022,ZLK,39704
1,2023,HKK,37563
2,2023,HKK,37563
3,2023,HKK,37563
4,2023,HKK,41528
5,2023,HKK,41528
6,2023,HKK,41528
7,2023,HKK,39687
8,2023,HKK,39687
9,2023,HKK,39687
1,2023,JHC,37428
2,2023,JHC,37428
3,2023,JHC,37428
4,2023,JHC,39343
5,2023,JHC,39343
6,2023,JHC,39343
7,2023,JHC,39083
8,2023,JHC,39083
9,2023,JHC,39083
1,2023,JHM,40182
2,2023,JHM,40182
3,2023,JHM,40182
4,2023,JHM,41951
5,2023,JHM,41951
6,2023,JHM,41951
7,2023,JHM,41812
8,2023,JHM,41812
9,2023,JHM,41812
1,2023,KVK,35033
2,2023,KVK,35033
3,2023,KVK,35033
4,2023,KVK,37133
5,2023,KVK,37133
6,2023,KVK,37133
7,2023,KVK,37164
8,2023,KVK,37164
9,2023,KVK,37164
1,2023,LBK,36727
2,2023,LBK,36727
3,2023,LBK,36727
4,2023,LBK,39236
5,2023,LBK,39236
6,2023,LBK,39236
7,2023,LBK,38769
8,2023,LBK,38769
9,2023,LBK,38769
1,2023,MSK,37128
2,2023,MSK,37128
3,2023,MSK,37128
4,2023,MSK,39163
5,2023,MSK,39163
6,2023,MSK,39163
7,2023,MSK,38957
8,2023,MSK,38957
9,2023,MSK,38957
1,2023,OLK,36439
2,2023,OLK,36439
3,2023,OLK,36439
4,2023,OLK,38519
5,2023,OLK,38519
6,2023,OLK,38519
7,2023,OLK,39233
8,2023,OLK,39233
9,2023,OLK,39233
1,2023,PAK,36297
2,2023,PAK,36297
3,2023,PAK,36297
4,2023,PAK,38324
5,2023,PAK,38324
6,2023,PAK,38324
7,2023,PAK,38211
8,2023,PAK,38211
9,2023,PAK,38211
1,2023,PHA,52985
2,2023,PHA,52985
3,2023,PHA,52985
4,2023,PHA,53070
5,2023,PHA,53070
6,2023,PHA,53070
7,2023,PHA,51925
8,2023,PHA,51925
9,2023,PHA,51925
1,2023,PLK,38827
2,2023,PLK,38827
3,2023,PLK,38827
4,2023,PLK,41034
5,2023,PLK,41034
6,2023,PLK,41034
7,2023,PLK,41220
8,2023,PLK,41220
9,2023,PLK,41220
1,2023,STC,40814
2,2023,STC,40814
3,2023,STC,40814
4,2023,STC,45588
5,2023,STC,45588
6,2023,STC,45588
7,2023,STC,42990
8,2023,STC,42990
9,2023,STC,42990
1,2023,ULK,37962
2,2023,ULK,37962
3,2023,ULK,37962
4,2023,ULK,39644
5,2023,ULK,39644
6,2023,ULK,39644
7,2023,ULK,39664
8,2023,ULK,39664
9,2023,ULK,39664
1,2023,VYS,37714
2,2023,VYS,37714
3,2023,VYS,37714
4,2023,VYS,39409
5,2023,VYS,39409
6,2023,VYS,39409
7,2023,VYS,39315
8,2023,VYS,39315
9,2023,VYS,39315
1,2023,ZLK,36658
2,2023,ZLK,36658
3,2023,ZLK,36658
4,2023,ZLK,39080
5,2023,ZLK,39080
6,2023,ZLK,39080
7,2023,ZLK,38596
8,2023,ZLK,38596
9,2023,ZLK,38596
