month,year,kraj,uchazeciOZamestnaniUoZ,noveHlaseniUchazeci,noveHlasenaAUvolnenaVPM,obsazenaAZrusenaVPM,absolventiSkolAMladistvi
6,2011,ZLK,27556,2362,768,891,1462
7,2011,HKK,20466,2811,901,914,1163
7,2011,JHC,24028,3204,769,627,1501
7,2011,JHM,59139,6690,1451,1327,3094
7,2011,KVK,17343,1798,372,259,785
7,2011,LBK,23167,2513,522,547,1085
7,2011,MSK,72975,7106,1597,1959,3673
7,2011,OLK,34726,3629,897,972,1775
7,2011,PAK,21626,2824,766,569,1239
7,2011,PHA,33084,4590,2175,2025,1241
7,2011,PLK,22411,2820,685,570,1030
7,2011,STC,49290,5746,1592,1665,2288
7,2011,ULK,56207,5703,753,697,2480
7,2011,VYS,23188,2935,490,377,1520
7,2011,ZLK,27934,3040,646,626,1588
8,2011,HKK,20249,2486,1157,1147,1343
8,2011,JHC,23500,2913,994,734,1616
8,2011,JHM,58753,6337,2097,2038,3724
8,2011,KVK,17044,1689,670,434,869
8,2011,LBK,23053,2663,699,671,1266
8,2011,MSK,72342,6823,2236,2061,4143
8,2011,OLK,34089,3241,963,1045,2029
8,2011,PAK,21433,2506,920,692,1426
8,2011,PHA,33406,4531,2601,2131,1378
8,2011,PLK,22041,2575,888,847,1187
8,2011,STC,48999,5700,1640,1314,2541
8,2011,ULK,55764,5099,922,717,2728
8,2011,VYS,23040,2418,566,685,1777
8,2011,ZLK,27822,2862,770,747,1936
9,2011,HKK,19799,3488,1013,1069,1783
9,2011,JHC,22810,4035,824,1138,1963
9,2011,JHM,57811,8106,1726,1797,4607
9,2011,KVK,17067,2445,422,597,1194
9,2011,LBK,22776,3433,690,706,1601
9,2011,MSK,71514,9243,2137,2275,4895
9,2011,OLK,33946,4897,940,1052,2691
9,2011,PAK,20917,3440,1151,1121,1904
9,2011,PHA,32904,5467,2325,2298,1635
9,2011,PLK,21574,3575,975,855,1517
9,2011,STC,48512,7838,1156,1256,3372
9,2011,ULK,55682,7122,727,1020,3479
9,2011,VYS,22419,3406,675,504,2251
9,2011,ZLK,27384,3962,778,814,2421
10,2011,HKK,19757,2670,870,1078,1799
10,2011,JHC,22880,3199,838,928,2045
10,2011,JHM,57087,5729,1883,1790,4649
10,2011,KVK,16857,1787,367,442,1216
10,2011,LBK,22410,2527,722,566,1620
10,2011,MSK,70662,7007,1503,2180,4807
10,2011,OLK,33740,3280,812,836,2740
10,2011,PAK,20670,2563,844,962,1871
10,2011,PHA,32786,4583,2366,1993,1751
10,2011,PLK,21259,2754,1105,1181,1493
10,2011,STC,47900,5690,1244,1397,3548
10,2011,ULK,55435,5514,760,786,3524
10,2011,VYS,22243,2467,505,598,2228
10,2011,ZLK,26932,2691,600,745,2376
11,2011,HKK,20294,2776,846,995,1701
11,2011,JHC,23650,3604,682,775,1921
11,2011,JHM,58322,6658,1544,1737,4486
11,2011,KVK,16762,1879,299,333,1112
11,2011,LBK,22509,2518,755,852,1507
11,2011,MSK,71034,7236,1533,1868,4495
11,2011,OLK,34561,3954,695,780,2640
11,2011,PAK,21060,2760,659,886,1761
11,2011,PHA,32698,4324,1830,1857,1715
11,2011,PLK,21269,2742,808,1051,1357
11,2011,STC,48248,5921,1299,1220,3378
11,2011,ULK,55768,5216,702,879,3404
11,2011,VYS,22862,2906,421,665,2156
11,2011,ZLK,27367,3161,544,619,2281
12,2011,HKK,22185,3791,862,920,1707
12,2011,JHC,26450,5014,455,554,1910
12,2011,JHM,62722,8297,906,972,4461
12,2011,KVK,17447,2303,200,251,1071
12,2011,LBK,23286,2717,474,545,1456
12,2011,MSK,75019,9054,1047,1086,4435
12,2011,OLK,38119,5960,449,721,2657
12,2011,PAK,23631,4281,409,623,1777
12,2011,PHA,32580,3801,1967,1722,1622
12,2011,PLK,23308,4103,952,548,1331
12,2011,STC,50594,6708,811,1120,3215
12,2011,ULK,58087,5742,356,746,3401
12,2011,VYS,25605,4427,293,476,2185
12,2011,ZLK,29418,4050,453,398,2280
1,2012,HKK,23588,3900,1114,946,1560
1,2012,JHC,29042,5566,738,713,1885
1,2012,JHM,65642,8748,1327,1300,4336
1,2012,KVK,18357,2610,407,364,1049
1,2012,LBK,24083,3345,651,726,1269
1,2012,MSK,78090,9710,1485,1741,4487
1,2012,OLK,40361,5364,928,649,2457
1,2012,PAK,25195,3973,693,924,1651
1,2012,PHA,33323,5278,1707,2310,1458
1,2012,PLK,24457,4026,851,975,1177
1,2012,STC,53329,8240,1087,1469,2912
1,2012,ULK,60896,7111,650,700,3238
1,2012,VYS,27055,3774,397,343,1984
1,2012,ZLK,30671,4066,604,792,2017
2,2012,HKK,23974,2606,852,910,1539
2,2012,JHC,29396,3249,705,629,1983
2,2012,JHM,66201,6254,1562,1135,4483
2,2012,KVK,18595,1775,332,340,1046
2,2012,LBK,24427,2461,675,533,1162
2,2012,MSK,79390,7680,1576,1374,4824
2,2012,OLK,40946,3517,656,665,2325
2,2012,PAK,25348,2560,603,734,1572
2,2012,PHA,34101,4591,2309,1131,1476
2,2012,PLK,24344,2771,753,908,1090
2,2012,STC,54257,6059,1594,1158,2816
2,2012,ULK,62386,5560,860,758,3131
2,2012,VYS,27275,2444,368,377,1918
2,2012,ZLK,31045,2994,560,553,1931
3,2012,HKK,23039,1746,922,911,1435
3,2012,JHC,28059,2275,964,857,1572
3,2012,JHM,64346,4813,1618,1762,3802
3,2012,KVK,17999,1323,414,252,1018
3,2012,LBK,24016,2059,1385,1076,1250
3,2012,MSK,78223,5910,1428,1461,3985
3,2012,OLK,39249,2257,1062,688,2252
3,2012,PAK,24119,1727,1153,628,1533
3,2012,PHA,33049,2529,2464,1376,1190
3,2012,PLK,22885,1743,1115,864,1202
3,2012,STC,52472,4182,1432,1150,2858
3,2012,ULK,61564,4080,772,576,3020
3,2012,VYS,25847,1593,412,386,1941
3,2012,ZLK,30313,2222,682,601,1867
4,2012,HKK,21691,2042,943,782,1292
4,2012,JHC,25664,2472,1053,650,1383
4,2012,JHM,60332,4558,1459,1657,3459
4,2012,KVK,17200,1384,350,256,936
4,2012,LBK,23050,1818,684,871,1133
4,2012,MSK,74911,5995,1793,1566,3740
4,2012,OLK,36724,2510,857,769,2109
4,2012,PAK,22152,1717,793,723,1381
4,2012,PHA,33059,3248,1973,1528,1107
4,2012,PLK,21482,1939,1069,888,1163
4,2012,STC,49790,4155,1324,959,2582
4,2012,ULK,59272,4062,742,669,2805
4,2012,VYS,23475,1682,386,397,1764
4,2012,ZLK,28520,2297,543,453,1673
5,2012,HKK,20843,1850,941,817,1179
5,2012,JHC,24259,2185,890,778,1335
5,2012,JHM,57943,4280,1840,1620,3106
5,2012,KVK,16815,1250,411,339,781
5,2012,LBK,22604,1873,665,558,1052
5,2012,MSK,73512,5585,1770,1613,3512
5,2012,OLK,35288,2580,840,1109,1808
5,2012,PAK,20935,1670,774,842,1148
5,2012,PHA,33205,3456,2388,1793,972
5,2012,PLK,20424,1647,1098,874,843
5,2012,STC,48639,4125,1428,1073,2178
5,2012,ULK,58025,3636,653,578,2443
5,2012,VYS,22139,1570,398,348,1460
5,2012,ZLK,27468,2169,768,564,1422
6,2012,HKK,20340,1436,740,860,944
6,2012,JHC,23729,1885,764,708,1150
6,2012,JHM,57019,3811,1274,1503,2590
6,2012,KVK,16598,965,369,417,700
6,2012,LBK,22264,1385,645,706,972
6,2012,MSK,72559,4169,1439,1731,2947
6,2012,OLK,34197,1868,713,795,1497
6,2012,PAK,20326,1355,737,851,985
6,2012,PHA,33499,3038,1816,1845,894
6,2012,PLK,20156,1606,926,952,794
6,2012,STC,48074,3505,1280,1084,1939
6,2012,ULK,57410,3132,803,912,2110
6,2012,VYS,21609,1253,434,350,1165
6,2012,ZLK,26806,1608,700,812,1182
7,2012,HKK,20975,2478,644,711,963
7,2012,JHC,24156,2867,591,692,1212
7,2012,JHM,58997,6249,1272,1230,2581
7,2012,KVK,16981,1660,289,243,758
7,2012,LBK,22637,2051,575,561,1189
7,2012,MSK,73675,6809,1457,1091,3130
7,2012,OLK,34591,2846,826,670,1666
7,2012,PAK,21129,2380,488,860,1027
7,2012,PHA,34948,3858,1318,1804,872
7,2012,PLK,20701,2286,690,688,926
7,2012,STC,49168,4983,818,2059,2021
7,2012,ULK,57941,4683,678,675,2106
7,2012,VYS,22260,2301,359,365,1281
7,2012,ZLK,27438,2972,580,622,1310
8,2012,HKK,21119,2059,682,803,1088
8,2012,JHC,23903,2493,796,792,1425
8,2012,JHM,59099,5106,1714,1340,3109
8,2012,KVK,16964,1491,298,284,855
8,2012,LBK,22641,1818,705,689,1307
8,2012,MSK,73396,5817,1388,1306,3524
8,2012,OLK,34567,2697,688,697,2072
8,2012,PAK,21084,1873,807,697,1180
8,2012,PHA,35922,3592,1696,1572,1006
8,2012,PLK,20907,2136,930,686,1158
8,2012,STC,49452,4789,1221,840,2411
8,2012,ULK,57480,4076,737,586,2335
8,2012,VYS,22328,1865,335,372,1552
8,2012,ZLK,27831,2631,636,503,1641
9,2012,HKK,21697,3166,776,804,1615
9,2012,JHC,24361,3685,808,1091,2158
9,2012,JHM,60061,7583,1301,1492,4482
9,2012,KVK,17136,1887,257,316,1218
9,2012,LBK,22783,2708,716,687,1608
9,2012,MSK,75185,8848,1510,1849,4885
9,2012,OLK,35036,3884,760,983,2901
9,2012,PAK,21467,2859,480,729,1779
9,2012,PHA,35831,4248,2729,2284,1212
9,2012,PLK,20547,2706,837,1006,1429
9,2012,STC,50170,6605,1109,1241,3408
9,2012,ULK,58300,6134,750,941,3278
9,2012,VYS,22508,2907,424,478,2221
9,2012,ZLK,28103,3553,535,841,2405
10,2012,HKK,22034,2561,896,1104,1736
10,2012,JHC,24644,3186,1171,1101,2279
10,2012,JHM,60109,5640,1379,1790,4682
10,2012,KVK,17203,1700,438,380,1282
10,2012,LBK,22847,2235,609,507,1740
10,2012,MSK,75419,6967,1270,882,5147
10,2012,OLK,35595,3259,693,1089,3112
10,2012,PAK,21744,2303,617,764,1928
10,2012,PHA,36094,4273,1655,619,1267
10,2012,PLK,21204,2975,926,1434,1645
10,2012,STC,50526,5681,1485,1526,3578
10,2012,ULK,58286,4879,751,1053,3540
10,2012,VYS,22528,2169,559,507,2238
10,2012,ZLK,28529,2991,637,410,2409
11,2012,HKK,22872,2610,650,773,1710
11,2012,JHC,25867,3382,684,596,2040
11,2012,JHM,61640,5812,1133,1435,4558
11,2012,KVK,17477,1649,247,493,1297
11,2012,LBK,23197,2184,474,720,1762
11,2012,MSK,76590,6560,1113,2065,4972
11,2012,OLK,36954,3474,649,676,3109
11,2012,PAK,22405,2271,682,552,1942
11,2012,PHA,36122,3461,1348,451,1301
11,2012,PLK,21829,2557,550,678,1601
11,2012,STC,51492,5148,1295,1523,3425
11,2012,ULK,59101,4764,587,657,3601
11,2012,VYS,23650,2536,414,738,2222
11,2012,ZLK,29302,2795,389,781,2310
12,2012,HKK,25210,3527,454,696,1717
12,2012,JHC,28767,4444,418,598,2024
12,2012,JHM,66435,7308,1010,1111,4579
12,2012,KVK,18411,1770,142,331,1281
12,2012,LBK,24185,2240,375,474,1788
12,2012,MSK,81099,7974,681,1059,4940
12,2012,OLK,40342,4700,297,435,3110
12,2012,PAK,25264,3648,314,589,2012
12,2012,PHA,36771,2955,1004,3165,1295
12,2012,PLK,23724,3030,407,385,1676
12,2012,STC,54451,5576,587,588,3426
12,2012,ULK,61589,5036,395,461,3655
12,2012,VYS,26963,4112,210,292,2308
12,2012,ZLK,32100,3925,258,281,2309
1,2013,HKK,27300,4333,978,677,1706
1,2013,JHC,32225,6050,795,760,1959
1,2013,JHM,70687,9536,1684,1319,4366
1,2013,KVK,19663,2648,297,376,1243
1,2013,LBK,25716,3503,752,745,1648
1,2013,MSK,86089,11154,1634,1768,4891
1,2013,OLK,43974,5965,776,459,3177
1,2013,PAK,27583,4206,880,981,2046
1,2013,PHA,38771,5610,1845,3973,1276
1,2013,PLK,26271,4764,789,665,1652
1,2013,STC,58247,8548,1628,1403,3330
1,2013,ULK,65262,7931,810,1002,3732
1,2013,VYS,29176,4069,519,426,2261
1,2013,ZLK,34845,5188,657,589,2237
2,2013,HKK,27697,2189,0,0,1722
2,2013,JHC,32662,2771,0,0,2012
2,2013,JHM,71215,5104,0,0,4390
2,2013,KVK,19865,1453,0,0,1200
2,2013,LBK,26028,2033,0,0,1662
2,2013,MSK,87580,6156,0,0,5087
2,2013,OLK,44555,2848,0,0,3179
2,2013,PAK,27978,1963,0,0,2053
2,2013,PHA,39949,4070,0,0,1285
2,2013,PLK,26531,2431,0,0,1398
2,2013,STC,59135,4918,0,0,3263
2,2013,ULK,66012,4315,0,0,3756
2,2013,VYS,29186,1886,0,0,2262
2,2013,ZLK,35290,2623,0,0,2211
3,2013,HKK,27480,2129,0,0,1707
3,2013,JHC,31435,2496,0,0,2030
3,2013,JHM,69491,4714,0,0,4441
3,2013,KVK,19665,1426,0,0,1148
3,2013,LBK,26087,2331,0,0,1632
3,2013,MSK,87347,5958,0,0,5134
3,2013,OLK,43809,2769,0,0,3098
3,2013,PAK,27379,2065,0,0,2051
3,2013,PHA,40762,3967,0,0,1293
3,2013,PLK,25992,2408,0,0,1444
3,2013,STC,58744,4722,0,0,3207
3,2013,ULK,66106,4542,0,0,3788
3,2013,VYS,28558,1953,0,0,2293
3,2013,ZLK,34913,2419,0,0,2172
4,2013,HKK,26164,2339,0,0,1639
4,2013,JHC,29101,2712,0,0,1986
4,2013,JHM,66273,5054,0,0,4295
4,2013,KVK,19154,1634,0,0,1078
4,2013,LBK,25600,2305,0,0,1582
4,2013,MSK,85002,6245,0,0,5096
4,2013,OLK,41231,3101,0,0,2955
4,2013,PAK,25614,2264,0,0,1919
4,2013,PHA,40928,4017,0,0,1274
4,2013,PLK,24724,2379,0,0,1513
4,2013,STC,57162,4948,0,0,3079
4,2013,ULK,65103,4882,0,0,3721
4,2013,VYS,26031,1979,0,0,2157
4,2013,ZLK,33141,2711,0,0,2057
5,2013,HKK,25076,2047,0,0,1544
5,2013,JHC,27497,2383,0,0,1854
5,2013,JHM,64150,4417,0,0,4125
5,2013,KVK,18645,1337,0,0,1057
5,2013,LBK,24833,1863,0,0,1498
5,2013,MSK,83118,5618,0,0,4885
5,2013,OLK,39265,2610,0,0,2768
5,2013,PAK,24133,1934,0,0,1746
5,2013,PHA,40893,3629,0,0,1251
5,2013,PLK,24138,2288,0,0,1467
5,2013,STC,55975,4574,0,0,2898
5,2013,ULK,63779,3891,0,0,3540
5,2013,VYS,24507,1675,0,0,2035
5,2013,ZLK,31454,2231,0,0,1940
6,2013,HKK,24598,1803,0,0,1280
6,2013,JHC,26749,2270,0,0,1513
6,2013,JHM,63427,4357,0,0,3396
6,2013,KVK,18514,1360,0,0,895
6,2013,LBK,24390,1731,0,0,1234
6,2013,MSK,82556,5343,0,0,4039
6,2013,OLK,38323,2541,0,0,2184
6,2013,PAK,23312,1678,0,0,1432
6,2013,PHA,41690,3558,0,0,1172
6,2013,PLK,23580,1948,0,0,1177
6,2013,STC,55399,4114,0,0,2449
6,2013,ULK,63038,3906,0,0,2908
6,2013,VYS,24189,1776,0,0,1628
6,2013,ZLK,30708,2149,0,0,1589
7,2013,HKK,25221,2583,0,0,1339
7,2013,JHC,27346,3100,0,0,1662
7,2013,JHM,64813,6362,0,0,3630
7,2013,KVK,18541,1623,0,0,925
7,2013,LBK,24915,2325,0,0,1365
7,2013,MSK,83726,7146,0,0,4399
7,2013,OLK,38833,3411,0,0,2389
7,2013,PAK,23733,2492,0,0,1577
7,2013,PHA,43529,4747,0,0,1273
7,2013,PLK,24011,2546,0,0,1336
7,2013,STC,57190,5956,0,0,2645
7,2013,ULK,63392,5004,0,0,2954
7,2013,VYS,24863,2606,0,0,1871
7,2013,ZLK,30983,2962,0,0,1777
8,2013,HKK,25136,1944,0,0,1468
8,2013,JHC,27112,2510,0,0,1751
8,2013,JHM,65030,5015,0,0,4034
8,2013,KVK,18599,1416,0,0,1026
8,2013,LBK,24752,1820,0,0,1453
8,2013,MSK,83854,5787,0,0,4826
8,2013,OLK,38823,2616,0,0,2654
8,2013,PAK,23674,1867,0,0,1715
8,2013,PHA,44032,3580,0,0,1387
8,2013,PLK,24203,2208,0,0,1489
8,2013,STC,57377,4612,0,0,2823
8,2013,ULK,63226,4050,0,0,3033
8,2013,VYS,24870,1894,0,0,2145
8,2013,ZLK,31043,2515,0,0,2107
9,2013,HKK,25432,3301,0,0,1930
9,2013,JHC,27386,3809,0,0,2164
9,2013,JHM,65727,7916,0,0,5368
9,2013,KVK,18808,2040,0,0,1369
9,2013,LBK,24905,2903,0,0,1857
9,2013,MSK,84980,9109,0,0,6058
9,2013,OLK,39313,4507,0,0,3397
9,2013,PAK,23510,2787,0,0,2195
9,2013,PHA,44508,5154,0,0,1779
9,2013,PLK,24451,3385,0,0,1885
9,2013,STC,58282,7226,0,0,3831
9,2013,ULK,64019,6357,0,0,3950
9,2013,VYS,24500,2847,0,0,2567
9,2013,ZLK,31237,3779,0,0,2831
10,2013,HKK,25515,2328,0,0,2018
10,2013,JHC,27732,2955,0,0,2245
10,2013,JHM,65325,5150,0,0,5286
10,2013,KVK,18817,1501,0,0,1394
10,2013,LBK,24733,2098,0,0,1796
10,2013,MSK,84580,6083,0,0,6021
10,2013,OLK,39347,3224,0,0,3384
10,2013,PAK,23562,2060,0,0,2177
10,2013,PHA,44785,4320,0,0,1892
10,2013,PLK,24182,2331,0,0,1834
10,2013,STC,58367,5135,0,0,3984
10,2013,ULK,64242,4583,0,0,4156
10,2013,VYS,24469,2021,0,0,2505
10,2013,ZLK,31025,2554,0,0,2761
11,2013,HKK,25927,2496,0,0,1968
11,2013,JHC,28771,3392,0,0,2199
11,2013,JHM,67337,6456,0,0,5186
11,2013,KVK,19050,1673,0,0,1253
11,2013,LBK,25024,2242,0,0,1734
11,2013,MSK,85810,6635,0,0,5871
11,2013,OLK,40228,3843,0,0,3220
11,2013,PAK,24041,2454,0,0,2110
11,2013,PHA,44664,3618,0,0,1869
11,2013,PLK,24296,2462,0,0,1730
11,2013,STC,58912,5533,0,0,3779
11,2013,ULK,64494,4573,0,0,4064
11,2013,VYS,25240,2578,0,0,2383
11,2013,ZLK,31519,2880,0,0,2613
12,2013,HKK,27678,3253,0,0,1926
12,2013,JHC,31551,4382,0,0,2181
12,2013,JHM,71970,7555,0,0,5139
12,2013,KVK,19600,1584,0,0,1201
12,2013,LBK,25909,2296,0,0,1674
12,2013,MSK,89976,7884,0,0,5814
12,2013,OLK,43364,5068,0,0,3218
12,2013,PAK,26371,3497,0,0,2099
12,2013,PHA,44922,2882,0,0,1846
12,2013,PLK,25709,2982,0,0,1668
12,2013,STC,61681,5711,0,0,3742
12,2013,ULK,65820,4410,0,0,3999
12,2013,VYS,28304,4212,0,0,2431
12,2013,ZLK,33978,4029,0,0,2608
1,2014,HKK,29126,4231,0,0,1914
1,2014,JHC,35093,6422,0,0,2110
1,2014,JHM,75378,8716,0,0,4899
1,2014,KVK,20340,2715,0,0,1183
1,2014,LBK,27068,3685,0,0,1557
1,2014,MSK,93714,10019,0,0,5760
1,2014,OLK,46404,5533,0,0,3295
1,2014,PAK,28605,4713,0,0,2136
1,2014,PHA,46842,5584,0,0,1819
1,2014,PLK,27624,4961,0,0,1669
1,2014,STC,64993,8743,0,0,3639
1,2014,ULK,68393,7416,0,0,4082
1,2014,VYS,30208,3973,0,0,2376
1,2014,ZLK,35486,4735,0,0,2530
2,2014,HKK,29037,2517,1053,968,1906
2,2014,JHC,34694,2986,1157,1290,2044
2,2014,JHM,74823,5142,1770,1710,4672
2,2014,KVK,20001,1451,610,195,1167
2,2014,LBK,27006,2327,966,935,1468
2,2014,MSK,93619,6384,1873,1647,5709
2,2014,OLK,46314,3291,1245,743,3396
2,2014,PAK,28129,2049,1079,785,2174
2,2014,PHA,46907,4924,1382,2276,1792
2,2014,PLK,26990,2308,966,829,1683
2,2014,STC,65119,5838,1654,1259,3540
2,2014,ULK,67977,4261,1196,804,4172
2,2014,VYS,29681,1919,604,442,2324
2,2014,ZLK,35093,2473,861,626,2454
3,2014,HKK,28020,2327,1202,1133,1481
3,2014,JHC,32738,2993,1357,1029,1904
3,2014,JHM,73200,5953,2225,1872,4383
3,2014,KVK,19276,1654,438,458,842
3,2014,LBK,26692,2682,1044,946,1317
3,2014,MSK,91837,6285,2443,1717,4626
3,2014,OLK,44645,3315,1298,1280,2524
3,2014,PAK,27206,2496,1145,1772,1699
3,2014,PHA,46768,4680,1498,1798,1477
3,2014,PLK,25545,2394,1250,840,1244
3,2014,STC,63264,5597,1821,1181,3050
3,2014,ULK,66951,5102,1133,1004,3035
3,2014,VYS,28252,2221,798,446,1889
3,2014,ZLK,33921,2631,1039,708,1963
4,2014,HKK,25999,2508,1179,1155,1294
4,2014,JHC,30074,3036,1530,1035,1813
4,2014,JHM,68885,5157,2064,1652,4222
4,2014,KVK,18260,1561,456,581,799
4,2014,LBK,25603,2469,967,1010,1205
4,2014,MSK,88369,6424,2140,1944,4403
4,2014,OLK,41402,3134,1490,1213,2313
4,2014,PAK,24438,2083,1628,1066,1515
4,2014,PHA,46318,4662,1394,1402,1408
4,2014,PLK,23567,2239,1434,1108,1130
4,2014,STC,60198,5505,2171,1432,2838
4,2014,ULK,64820,4958,1201,1156,2829
4,2014,VYS,25417,1987,794,471,1711
4,2014,ZLK,31558,2657,927,712,1851
5,2014,HKK,24435,2048,1107,1035,1182
5,2014,JHC,27935,2524,1624,1314,1615
5,2014,JHM,65880,4444,2115,1861,3808
5,2014,KVK,17405,1294,507,254,701
5,2014,LBK,24607,1990,1170,853,1138
5,2014,MSK,85588,5425,1790,1710,4097
5,2014,OLK,39131,2515,1459,1258,2034
5,2014,PAK,22545,1751,1327,1039,1292
5,2014,PHA,45874,4265,1358,1365,1312
5,2014,PLK,22400,2255,1509,1138,1029
5,2014,STC,57942,4757,2433,1702,2546
5,2014,ULK,62960,4190,1355,815,2601
5,2014,VYS,23697,1770,799,550,1556
5,2014,ZLK,29574,2204,956,838,1659
6,2014,HKK,23540,2023,1210,1032,1024
6,2014,JHC,26682,2503,1253,1399,1357
6,2014,JHM,64359,5004,2255,2101,3237
6,2014,KVK,16985,1357,552,699,583
6,2014,LBK,23995,2101,996,967,1033
6,2014,MSK,84254,5961,2169,2316,3519
6,2014,OLK,38079,2864,1554,1394,1679
6,2014,PAK,21601,1968,1595,1188,1089
6,2014,PHA,45507,4382,1962,2234,1184
6,2014,PLK,21814,2259,1455,1013,936
6,2014,STC,56699,5126,2320,1795,2278
6,2014,ULK,61845,4316,1264,1129,2263
6,2014,VYS,22920,1903,1037,938,1235
6,2014,ZLK,28899,2537,897,858,1340
7,2014,HKK,23881,2839,1394,1045,1127
7,2014,JHC,26438,3234,1598,1152,1428
7,2014,JHM,65040,6660,2394,2646,3275
7,2014,KVK,17266,1839,530,324,606
7,2014,LBK,24100,2538,1279,879,1061
7,2014,MSK,84341,7125,2191,1601,3628
7,2014,OLK,38166,3605,1643,1489,1812
7,2014,PAK,21959,2854,1600,1263,1152
7,2014,PHA,46397,5298,1151,1212,1227
7,2014,PLK,22333,3128,1360,1248,1060
7,2014,STC,57536,6428,2281,2885,2376
7,2014,ULK,61681,5103,1281,1311,2229
7,2014,VYS,23302,2656,792,669,1327
7,2014,ZLK,28924,3171,980,1114,1440
8,2014,HKK,23470,1996,951,933,1219
8,2014,JHC,25772,2444,1498,1290,1486
8,2014,JHM,64428,4809,2402,1753,3547
8,2014,KVK,17086,1316,634,669,644
8,2014,LBK,23813,1832,860,659,1107
8,2014,MSK,83586,5520,2066,1732,3847
8,2014,OLK,37529,2639,1376,1241,1889
8,2014,PAK,21520,1882,1402,1211,1234
8,2014,PHA,46031,3923,1754,1021,1258
8,2014,PLK,22222,2221,1430,934,1165
8,2014,STC,57137,4840,2226,1723,2532
8,2014,ULK,60779,3964,1221,1106,2317
8,2014,VYS,23245,1940,712,627,1522
8,2014,ZLK,28607,2361,904,892,1618
9,2014,HKK,23225,3530,1342,1426,1757
9,2014,JHC,25224,3887,1263,1457,1853
9,2014,JHM,63575,7854,2784,2498,4462
9,2014,KVK,17147,2227,638,466,955
9,2014,LBK,23576,3089,1009,840,1448
9,2014,MSK,83301,9084,2655,2167,4782
9,2014,OLK,37133,4528,1800,1731,2485
9,2014,PAK,20972,3242,1338,1247,1680
9,2014,PHA,44962,5523,1747,1363,1470
9,2014,PLK,21750,3432,1362,1365,1508
9,2014,STC,56629,7540,2317,2089,3460
9,2014,ULK,60709,6744,1509,1558,3075
9,2014,VYS,22881,3132,1148,1031,1922
9,2014,ZLK,28014,3668,1132,974,2182
10,2014,HKK,22486,2416,1414,1325,1615
10,2014,JHC,24932,3270,1295,1367,1819
10,2014,JHM,62547,5563,2609,2743,4223
10,2014,KVK,16881,1646,672,485,912
10,2014,LBK,22989,2344,926,966,1395
10,2014,MSK,81971,6516,2341,1984,4546
10,2014,OLK,36531,3240,1592,1487,2452
10,2014,PAK,20349,2352,1179,1184,1558
10,2014,PHA,44307,5031,2204,1398,1528
10,2014,PLK,21113,2624,1790,1506,1483
10,2014,STC,55385,5791,2232,1937,3312
10,2014,ULK,60018,4986,1401,1504,2979
10,2014,VYS,22630,2292,826,965,1817
10,2014,ZLK,27499,2672,1007,976,2038
11,2014,HKK,22412,2525,1449,1209,1447
11,2014,JHC,25196,3470,1309,1093,1650
11,2014,JHM,62592,5665,2267,2147,3872
11,2014,KVK,16850,1630,498,639,820
11,2014,LBK,22831,2207,887,830,1275
11,2014,MSK,81171,5844,1974,1874,4087
11,2014,OLK,36529,3293,1310,1381,2230
11,2014,PAK,20408,2560,1046,1198,1416
11,2014,PHA,43597,4243,1741,1061,1465
11,2014,PLK,21151,2641,1161,1269,1279
11,2014,STC,54840,5392,2151,2007,3000
11,2014,ULK,59674,4739,1220,1018,2686
11,2014,VYS,22814,2445,699,832,1660
11,2014,ZLK,27443,2771,953,927,1834
12,2014,HKK,23866,3545,767,854,1394
12,2014,JHC,27645,4730,899,1327,1552
12,2014,JHM,66203,7630,1597,2044,3764
12,2014,KVK,17290,1784,325,437,784
12,2014,LBK,23496,2544,723,750,1245
12,2014,MSK,83877,7929,1454,1812,3909
12,2014,OLK,38990,5084,1124,1155,2104
12,2014,PAK,21938,3485,773,1129,1343
12,2014,PHA,43499,3696,1769,947,1419
12,2014,PLK,22641,3505,809,994,1223
12,2014,STC,56674,6398,1898,1347,2839
12,2014,ULK,60824,5068,1033,995,2577
12,2014,VYS,25532,4298,536,807,1610
12,2014,ZLK,29439,4088,742,509,1741
1,2015,HKK,24236,3587,1544,1227,1288
1,2015,JHC,29666,5396,1792,1159,1470
1,2015,JHM,67613,7946,3101,2362,3581
1,2015,KVK,17787,2252,646,636,748
1,2015,LBK,23778,3094,1240,965,1166
1,2015,MSK,85181,8714,2658,2434,3787
1,2015,OLK,40555,5212,1852,1301,1998
1,2015,PAK,22982,3707,1501,1181,1297
1,2015,PHA,43978,5626,1939,2344,1370
1,2015,PLK,23383,3871,1709,1420,1118
1,2015,STC,58214,7754,2450,2212,2726
1,2015,ULK,62140,6410,1734,1946,2516
1,2015,VYS,26431,3448,1047,792,1511
1,2015,ZLK,30247,4027,1266,982,1609
2,2015,HKK,23564,1927,1372,820,1222
2,2015,JHC,29372,2736,1821,1331,1445
2,2015,JHM,66460,4894,2941,2133,3553
2,2015,KVK,17433,1357,660,451,696
2,2015,LBK,23365,2007,991,1040,1132
2,2015,MSK,84465,5479,2580,1841,3911
2,2015,OLK,39868,2750,1965,1188,1922
2,2015,PAK,22521,1919,1358,1107,1302
2,2015,PHA,43876,4255,2233,1146,1660
2,2015,PLK,22697,2076,1615,1669,1064
2,2015,STC,57329,4912,2559,2256,2662
