month,year,kraj,uchazeciOZamestnaniUoZ,noveHlaseniUchazeci,noveHlasenaAUvolnenaVPM,obsazenaAZrusenaVPM,absolventiSkolAMladistvi
9,2018,OLK,13667,2786,1737,1834,852
9,2018,PAK,6876,1976,3878,2054,575
9,2018,PHA,19658,3615,4340,5553,712
9,2018,PLK,8423,2097,4499,4143,567
9,2018,STC,25134,5006,7121,6003,1462
9,2018,ULK,26885,4403,3039,2604,1502
9,2018,VYS,9651,2119,1448,1333,755
9,2018,ZLK,10600,2416,1444,1363,771
10,2018,HKK,8115,1904,2362,1943,608
10,2018,JHC,9143,2388,2642,3367,657
10,2018,JHM,29508,4478,5356,5485,1698
10,2018,KVK,5741,1354,919,1168,365
10,2018,LBK,9529,1960,2110,2517,584
10,2018,MSK,38082,5652,3659,3941,1798
10,2018,OLK,13235,2737,1864,2175,771
10,2018,PAK,6498,1781,4654,4351,524
10,2018,PHA,18994,3685,5567,4076,702
10,2018,PLK,7974,1929,5251,5155,515
10,2018,STC,23979,4469,7490,6635,1386
10,2018,ULK,25666,4126,3335,3137,1413
10,2018,VYS,9164,1746,1917,2059,623
10,2018,ZLK,9994,1984,1687,2052,662
11,2018,HKK,8101,1890,1945,2358,538
11,2018,JHC,9500,2531,2428,2527,561
11,2018,JHM,29623,4872,4880,4557,1518
11,2018,KVK,5792,1258,1021,921,309
11,2018,LBK,9497,1944,2452,2280,535
11,2018,MSK,37658,5606,2689,2875,1521
11,2018,OLK,13346,2894,1617,1690,665
11,2018,PAK,6740,2022,4461,2771,435
11,2018,PHA,18387,3276,4755,2927,637
11,2018,PLK,8052,2019,5644,4198,422
11,2018,STC,23752,4481,6914,5377,1183
11,2018,ULK,25362,4216,2703,2362,1296
11,2018,VYS,9290,1917,1305,1404,528
11,2018,ZLK,9910,2216,2276,2185,536
12,2018,HKK,8968,1953,1201,1377,497
12,2018,JHC,11060,2900,1799,2236,562
12,2018,JHM,32042,5385,2844,3892,1464
12,2018,KVK,6229,1244,544,745,299
12,2018,LBK,10091,1862,1952,1933,518
12,2018,MSK,39789,5680,2078,2603,1461
12,2018,OLK,14801,3212,1028,1313,644
12,2018,PAK,7914,2203,3514,4644,420
12,2018,PHA,18476,2600,4830,2516,592
12,2018,PLK,9009,2172,4049,3527,409
12,2018,STC,25238,4375,6514,4133,1144
12,2018,ULK,26335,3795,2330,2969,1228
12,2018,VYS,10628,2402,1054,1330,514
12,2018,ZLK,10954,2284,1328,979,505
1,2019,HKK,9654,2587,2590,2717,495
1,2019,JHC,12701,4110,3352,2787,536
1,2019,JHM,33768,6764,5786,4572,1371
1,2019,KVK,6795,1808,1140,989,294
1,2019,LBK,10557,2494,2531,2486,505
1,2019,MSK,41462,7468,3900,3957,1434
1,2019,OLK,15474,3698,1708,1497,620
1,2019,PAK,8899,2702,5068,7735,436
1,2019,PHA,18908,4284,7043,5141,552
1,2019,PLK,9799,2793,7049,4812,377
1,2019,STC,26465,5866,8725,6940,1118
1,2019,ULK,27600,5496,4284,3516,1247
1,2019,VYS,11266,2649,2294,1906,476
1,2019,ZLK,11709,2949,2213,1585,501
2,2019,HKK,9449,1474,2115,1862,491
2,2019,JHC,12525,2032,3167,2541,498
2,2019,JHM,33245,4120,5858,6027,1382
2,2019,KVK,6714,1119,791,1032,272
2,2019,LBK,10474,1671,2538,2683,508
2,2019,MSK,40944,4648,3336,3010,1433
2,2019,OLK,15050,2223,1597,1942,611
2,2019,PAK,8751,1507,4510,5085,418
2,2019,PHA,18592,3075,6395,8136,516
2,2019,PLK,9621,1651,4936,5877,370
2,2019,STC,26224,3848,10106,6221,1114
2,2019,ULK,27610,3934,3803,3718,1217
2,2019,VYS,10902,1428,2029,1547,496
2,2019,ZLK,11316,1659,2024,1866,464
3,2019,HKK,8849,1552,2290,1922,457
3,2019,JHC,10863,1881,2751,3051,471
3,2019,JHM,31224,3878,5430,5221,1379
3,2019,KVK,6356,1137,1032,1088,258
3,2019,LBK,10021,1672,2571,2171,476
3,2019,MSK,39456,5070,3230,3592,1394
3,2019,OLK,13723,2034,1839,1892,571
3,2019,PAK,7732,1394,4184,4601,390
3,2019,PHA,18254,3241,6140,4678,501
3,2019,PLK,8951,1622,6990,5441,353
3,2019,STC,24736,3804,10068,7423,1062
3,2019,ULK,26925,4065,3836,3666,1153
3,2019,VYS,9818,1491,1868,1842,486
3,2019,ZLK,10145,1571,2254,1675,426
4,2019,HKK,8101,1741,2085,2004,419
4,2019,JHC,9364,2073,3127,2388,405
4,2019,JHM,28698,4215,5046,5413,1257
4,2019,KVK,6042,1153,1019,976,258
4,2019,LBK,9304,1761,2763,2387,457
4,2019,MSK,37364,5129,3686,3501,1390
4,2019,OLK,12231,2255,1823,2011,521
4,2019,PAK,6668,1535,4594,8997,361
4,2019,PHA,17913,3302,5785,4091,457
4,2019,PLK,8419,1800,4982,4923,344
4,2019,STC,22935,3905,9064,7336,947
4,2019,ULK,25128,3741,3511,3288,1092
4,2019,VYS,8556,1467,1513,1483,446
4,2019,ZLK,9105,1740,2415,2027,400
5,2019,HKK,7736,1556,2497,2170,358
5,2019,JHC,8505,1795,3380,2907,386
5,2019,JHM,27073,3696,5674,5414,1050
5,2019,KVK,5750,1114,1258,959,217
5,2019,LBK,8940,1698,2868,2805,418
5,2019,MSK,36272,4980,3718,3252,1260
5,2019,OLK,11601,2267,2031,1809,459
5,2019,PAK,6291,1433,3932,4991,300
5,2019,PHA,17821,3178,5417,3367,440
5,2019,PLK,8137,1655,7292,5563,332
5,2019,STC,22072,3714,10283,9218,847
5,2019,ULK,23676,3628,3994,4012,944
5,2019,VYS,8099,1460,1956,1789,379
5,2019,ZLK,8702,1714,2534,1945,353
6,2019,HKK,7518,1410,2102,1743,332
6,2019,JHC,8234,1721,2599,2925,348
6,2019,JHM,26232,3483,5729,4074,951
6,2019,KVK,5531,1006,1063,1258,189
6,2019,LBK,8647,1484,2133,2143,359
6,2019,MSK,35363,4498,3088,3049,1142
6,2019,OLK,11043,1957,1859,1728,386
6,2019,PAK,6192,1402,4492,4831,289
6,2019,PHA,17771,2988,4441,4426,432
6,2019,PLK,8247,1663,4726,6816,311
6,2019,STC,21929,3772,9276,12343,781
6,2019,ULK,22398,3293,3084,2738,806
6,2019,VYS,8078,1386,1741,1545,315
6,2019,ZLK,8540,1623,2067,2823,318
7,2019,HKK,8109,1973,2259,2172,414
7,2019,JHC,8757,2421,3053,2875,408
7,2019,JHM,27628,5123,6011,5465,1099
7,2019,KVK,5587,1223,810,1032,178
7,2019,LBK,9077,1978,2692,2653,365
7,2019,MSK,36144,5857,4105,3766,1261
7,2019,OLK,11432,2645,1664,1858,468
7,2019,PAK,6832,2032,4235,4187,332
7,2019,PHA,18895,3969,4491,2900,488
7,2019,PLK,8755,2070,6832,6252,354
7,2019,STC,23139,4826,11064,10947,823
7,2019,ULK,22906,4050,2841,2480,854
7,2019,VYS,8736,1999,1628,1736,398
7,2019,ZLK,9123,2317,2493,1802,419
8,2019,HKK,8213,1585,2570,2291,443
8,2019,JHC,8831,1884,3316,2481,446
8,2019,JHM,27584,3965,4566,4301,1216
8,2019,KVK,5329,1019,892,927,189
8,2019,LBK,9016,1521,2478,2549,384
8,2019,MSK,35784,4664,2747,3254,1224
8,2019,OLK,11357,2153,1633,1605,511
8,2019,PAK,6877,1522,4437,3839,360
8,2019,PHA,19089,3213,3597,3187,545
8,2019,PLK,8973,1810,5314,4876,386
8,2019,STC,23319,4012,10490,8294,861
8,2019,ULK,22369,3388,3324,3496,854
8,2019,VYS,8865,1581,1669,1755,492
8,2019,ZLK,9183,1788,2258,2435,474
9,2019,HKK,8219,2355,2464,2360,656
9,2019,JHC,8701,2557,3073,2838,618
9,2019,JHM,27013,5578,4554,5574,1696
9,2019,KVK,5336,1434,731,1084,319
9,2019,LBK,8788,2187,2427,2655,578
9,2019,MSK,35596,6643,3589,3702,1855
9,2019,OLK,11379,3225,1850,2360,821
9,2019,PAK,6813,2194,3734,6218,550
9,2019,PHA,18515,3764,3288,2267,661
9,2019,PLK,8658,2174,5827,4933,547
9,2019,STC,23128,5487,10025,12372,1389
9,2019,ULK,22007,4944,3293,3200,1409
9,2019,VYS,8582,2096,1348,1866,672
9,2019,ZLK,9172,2485,2440,2424,721
10,2019,HKK,8100,1740,1991,2142,619
10,2019,JHC,8592,2226,2575,2784,550
10,2019,JHM,26228,4248,4077,3634,1533
10,2019,KVK,5389,1332,744,974,353
10,2019,LBK,8564,1836,2487,2189,556
10,2019,MSK,34813,5298,2828,3633,1651
10,2019,OLK,10981,2512,1529,1449,693
10,2019,PAK,6600,1688,2929,3691,494
10,2019,PHA,17985,3431,4180,7676,634
10,2019,PLK,8553,2093,4854,6969,531
10,2019,STC,22366,4319,8381,7763,1319
10,2019,ULK,21384,4103,2762,3318,1302
10,2019,VYS,8203,1586,1365,1513,577
10,2019,ZLK,8760,1861,1890,2758,582
11,2019,HKK,8171,1780,2098,1992,508
11,2019,JHC,8886,2323,2176,2543,486
11,2019,JHM,26532,4554,4320,4179,1397
11,2019,KVK,5372,1185,763,679,306
11,2019,LBK,8604,1823,2680,2828,484
11,2019,MSK,34818,5054,2716,2930,1464
11,2019,OLK,11128,2539,1546,1497,628
11,2019,PAK,6759,1757,3344,2955,420
11,2019,PHA,17666,3206,4582,2091,575
11,2019,PLK,8732,1996,5380,5164,495
11,2019,STC,22089,4013,8087,7593,1125
11,2019,ULK,21370,3965,2874,3999,1161
11,2019,VYS,8301,1739,1501,1399,503
11,2019,ZLK,8861,1952,1935,2936,510
12,2019,HKK,9076,2102,1716,1564,510
12,2019,JHC,10537,3034,1700,2339,488
12,2019,JHM,29087,5393,3514,3556,1367
12,2019,KVK,5799,1214,526,840,286
12,2019,LBK,9341,1915,1898,1697,426
12,2019,MSK,37307,5817,2525,2736,1431
12,2019,OLK,12818,3324,1032,1707,622
12,2019,PAK,7930,2229,3251,2588,410
12,2019,PHA,17955,2737,4890,4707,531
12,2019,PLK,9811,2327,3950,3496,481
12,2019,STC,23592,4433,6349,4500,1080
12,2019,ULK,22637,4060,2698,2162,1132
12,2019,VYS,9642,2438,1170,1084,489
12,2019,ZLK,10000,2392,1669,1625,476
1,2020,HKK,9684,2507,2443,2383,510
1,2020,JHC,12043,3806,2927,2453,479
1,2020,JHM,31016,6512,5385,5145,1313
1,2020,KVK,6338,1751,826,1294,267
1,2020,LBK,9801,2328,2661,2950,423
1,2020,MSK,38896,6985,3154,3133,1393
1,2020,OLK,13970,3598,1629,1605,646
1,2020,PAK,8622,2444,4767,4572,394
1,2020,PHA,18390,4108,4985,5903,501
1,2020,PLK,10790,3040,5288,4633,451
1,2020,STC,24923,5584,10351,9401,1040
1,2020,ULK,24717,5768,3301,4225,1127
1,2020,VYS,10210,2359,1826,1429,464
1,2020,ZLK,10622,2530,2380,2363,459
2,2020,HKK,9573,1572,2477,2626,512
2,2020,JHC,11759,1898,2900,3057,502
2,2020,JHM,30559,3785,4850,4506,1314
2,2020,KVK,6246,1111,899,1166,259
2,2020,LBK,9753,1592,2569,2789,435
2,2020,MSK,38605,4398,2987,3312,1373
2,2020,OLK,13781,2149,1545,1256,616
2,2020,PAK,8441,1468,4185,3808,384
2,2020,PHA,18423,3292,5790,2654,482
2,2020,PLK,10689,1902,5646,4345,457
2,2020,STC,24566,3760,11488,6732,1038
2,2020,ULK,24705,3604,3699,2736,1115
2,2020,VYS,9981,1474,1487,1875,483
2,2020,ZLK,10288,1669,2393,1820,419
3,2020,HKK,9466,1676,1660,2459,476
3,2020,JHC,10958,1970,1447,2814,470
3,2020,JHM,30104,4344,2776,4056,1348
3,2020,KVK,6481,1233,649,1008,251
3,2020,LBK,9791,1558,1434,2118,456
3,2020,MSK,38553,4666,1944,2790,1361
3,2020,OLK,13411,2111,949,1223,612
3,2020,PAK,8117,1552,2179,2246,376
3,2020,PHA,18788,3218,3299,3171,448
3,2020,PLK,10814,2245,3125,6487,465
3,2020,STC,24602,4224,5446,5794,1000
3,2020,ULK,24540,3297,2713,2557,1069
3,2020,VYS,9656,1645,1165,1403,478
3,2020,ZLK,10397,1975,1536,1533,431
4,2020,HKK,10532,2293,1002,2125,554
4,2020,JHC,12887,3745,1025,1515,553
4,2020,JHM,33432,6297,2286,2403,1540
4,2020,KVK,8591,2776,395,800,293
4,2020,LBK,10927,2232,520,949,486
4,2020,MSK,41651,6420,1243,1365,1452
4,2020,OLK,14790,3029,578,1483,697
4,2020,PAK,8996,2162,959,2231,455
4,2020,PHA,22421,5385,2029,601,510
4,2020,PLK,12335,2874,1547,3116,505
4,2020,STC,28230,6180,3830,7495,1124
4,2020,ULK,26951,4606,946,1399,1129
4,2020,VYS,10602,2423,448,785,568
4,2020,ZLK,11695,2573,1345,1425,517
5,2020,HKK,10855,1604,1595,1276,552
5,2020,JHC,12966,1943,1794,1624,563
5,2020,JHM,34131,4361,3545,2641,1454
5,2020,KVK,9828,1964,444,652,316
5,2020,LBK,11663,1785,1407,1248,471
5,2020,MSK,43238,4888,2146,2414,1378
5,2020,OLK,15046,2029,1111,1465,636
5,2020,PAK,9192,1524,3081,2635,437
5,2020,PHA,25424,4916,2921,858,524
5,2020,PLK,13142,2123,2427,6765,467
5,2020,STC,29627,4313,6402,5786,1100
5,2020,ULK,28404,3778,2870,3055,1092
5,2020,VYS,10789,1524,919,922,524
5,2020,ZLK,11839,1633,1503,2522,533
6,2020,HKK,10790,1671,2311,2994,464
6,2020,JHC,12559,1948,3002,2612,491
6,2020,JHM,33497,3980,5417,3839,1264
6,2020,KVK,10155,1514,696,1026,291
6,2020,LBK,11942,1856,2375,3195,453
6,2020,MSK,44197,5364,2704,3244,1298
6,2020,OLK,15005,2223,1480,2099,540
6,2020,PAK,9112,1494,5603,4451,369
6,2020,PHA,27405,4842,5452,2225,505
6,2020,PLK,13171,1953,4011,7881,423
6,2020,STC,30198,4512,11447,7118,987
6,2020,ULK,29191,3843,3400,2783,1005
6,2020,VYS,10588,1513,1706,1531,407
6,2020,ZLK,11827,1791,2398,3150,420
7,2020,HKK,11190,2009,1618,2108,454
7,2020,JHC,12718,2296,2315,2869,515
7,2020,JHM,34409,4870,5210,5007,1310
7,2020,KVK,10459,1596,953,797,302
7,2020,LBK,12400,2076,1928,1811,458
7,2020,MSK,45401,5761,2127,2318,1364
7,2020,OLK,15603,2765,1326,1377,595
7,2020,PAK,9539,1853,5131,3786,346
7,2020,PHA,29567,5216,5570,5867,545
7,2020,PLK,13553,2286,4335,3356,458
7,2020,STC,31448,4898,9532,12372,983
7,2020,ULK,30339,4246,3767,3535,1056
7,2020,VYS,11006,1907,1639,1454,418
7,2020,ZLK,12041,2115,2065,1480,417
8,2020,HKK,11089,1569,1771,1964,506
8,2020,JHC,12384,1696,2847,2197,561
8,2020,JHM,34520,3877,4444,4503,1433
8,2020,KVK,10243,1102,892,705,305
8,2020,LBK,12315,1587,2510,1766,497
8,2020,MSK,44987,4428,2571,1957,1454
8,2020,OLK,15606,2139,1410,1158,663
8,2020,PAK,9423,1399,3912,4406,375
8,2020,PHA,30556,4327,5249,2177,604
8,2020,PLK,13455,1885,4566,3542,530
8,2020,STC,31241,3904,9861,8971,1085
8,2020,ULK,30506,3563,3188,3149,1164
8,2020,VYS,10879,1488,1271,1432,524
8,2020,ZLK,11874,1702,1734,1759,500
9,2020,HKK,10879,2313,2123,2072,771
9,2020,JHC,12133,2656,3148,3747,823
9,2020,JHM,34240,5790,5612,5297,2136
9,2020,KVK,10008,1748,1404,1531,523
9,2020,LBK,12090,2319,3383,3303,719
9,2020,MSK,44665,6756,3407,3751,2238
9,2020,OLK,15448,3196,1489,1627,1060
9,2020,PAK,9111,2188,3528,8680,658
9,2020,PHA,31056,5368,4251,11034,871
9,2020,PLK,13173,2560,6354,9155,803
9,2020,STC,31424,6275,11224,17285,1944
9,2020,ULK,30465,5000,3902,5077,1771
9,2020,VYS,10527,2189,1809,2543,824
9,2020,ZLK,11796,2516,1928,2625,827
10,2020,HKK,10565,1653,1766,1546,716
10,2020,JHC,11928,1998,2044,2455,781
10,2020,JHM,33916,4200,4021,4314,2034
10,2020,KVK,10024,1434,734,1378,527
10,2020,LBK,11729,1642,1734,2222,707
10,2020,MSK,43355,4371,1818,2518,2051
10,2020,OLK,15255,2161,1131,1289,962
10,2020,PAK,8869,1556,2379,4088,633
10,2020,PHA,31302,4523,4367,2849,907
10,2020,PLK,12555,1771,4106,5405,706
10,2020,STC,31043,4355,7751,8647,1929
10,2020,ULK,29498,3378,1839,2366,1725
10,2020,VYS,10096,1420,1280,1300,753
10,2020,ZLK,11550,1777,2021,2542,711
11,2020,HKK,10670,1593,1442,1663,647
11,2020,JHC,12450,2138,2792,2005,745
11,2020,JHM,34607,4227,3860,3281,1904
11,2020,KVK,10198,1310,707,704,509
11,2020,LBK,11787,1611,2335,2023,652
11,2020,MSK,43192,4236,2152,2039,1828
11,2020,OLK,15797,2368,1045,1260,951
11,2020,PAK,9178,1597,3405,2528,603
11,2020,PHA,31473,3891,4538,2191,856
11,2020,PLK,12589,1822,4167,3047,618
11,2020,STC,31362,4089,7681,6536,1766
11,2020,ULK,29249,3139,2837,2844,1555
11,2020,VYS,10243,1577,1190,1095,708
11,2020,ZLK,11731,1762,1748,1441,637
12,2020,HKK,11483,1911,1478,1575,626
12,2020,JHC,14096,2800,2785,2449,737
12,2020,JHM,36883,4780,3909,4204,1910
12,2020,KVK,10797,1468,650,824,476
12,2020,LBK,12364,1664,1936,2153,626
12,2020,MSK,45157,4905,2081,2375,1781
12,2020,OLK,17270,2790,945,1325,907
12,2020,PAK,10219,2005,4090,3807,595
12,2020,PHA,32107,3331,4375,6482,840
12,2020,PLK,13673,2166,4362,2314,611
12,2020,STC,33114,4401,9192,7479,1707
12,2020,ULK,30552,3558,2351,2894,1511
12,2020,VYS,11443,2257,1394,1333,681
12,2020,ZLK,12819,2107,1877,1601,639
1,2021,HKK,12184,2070,1985,1739,598
1,2021,JHC,15598,3207,3200,2885,739
1,2021,JHM,38707,5576,5422,3953,1831
1,2021,KVK,11538,1667,877,1058,478
1,2021,LBK,13018,2001,2526,2346,621
1,2021,MSK,47317,6017,2456,2613,1784
1,2021,OLK,18493,2966,1319,1213,877
1,2021,PAK,11078,2209,4766,3897,606
1,2021,PHA,33217,4420,5966,3950,855
1,2021,PLK,14596,2549,4828,4452,611
1,2021,STC,34983,5271,9230,8028,1640
1,2021,ULK,32237,4318,3225,2665,1476
1,2021,VYS,12272,2136,1504,1473,648
1,2021,ZLK,13621,2373,1949,2138,596
2,2021,HKK,12233,1476,1806,1813,576
2,2021,JHC,15698,1780,3098,2969,708
2,2021,JHM,38530,3549,4688,5173,1764
2,2021,KVK,11852,1194,955,851,472
2,2021,LBK,13240,1511,2119,2759,597
2,2021,MSK,48057,4597,2286,2461,1713
2,2021,OLK,18653,1985,1251,1098,871
2,2021,PAK,11097,1335,4227,4225,596
2,2021,PHA,33565,3555,5623,3834,858
2,2021,PLK,14518,1699,5880,4453,587
2,2021,STC,35239,3730,9703,8226,1636
2,2021,ULK,33006,3363,3446,2682,1463
2,2021,VYS,12141,1200,1663,1450,616
2,2021,ZLK,13634,1549,1751,1192,589
3,2021,HKK,11905,1412,2091,1775,555
3,2021,JHC,15116,1852,3097,2820,727
3,2021,JHM,37434,3620,5790,5105,1751
3,2021,KVK,11948,1166,1241,1148,457
3,2021,LBK,13208,1547,2858,2790,601
3,2021,MSK,47583,4529,2839,2574,1685
3,2021,OLK,18261,2046,1537,1470,841
3,2021,PAK,10512,1289,4449,6274,565
3,2021,PHA,33612,3447,6886,3025,867
3,2021,PLK,14098,1653,5687,3887,566
3,2021,STC,34714,3799,11537,10516,1575
3,2021,ULK,33248,3351,3724,2473,1429
3,2021,VYS,11591,1315,1851,1759,590
3,2021,ZLK,13386,1601,2189,2033,576
4,2021,HKK,11518,1355,2025,1574,528
4,2021,JHC,14243,1486,3115,2508,687
4,2021,JHM,35902,3064,4824,5430,1721
4,2021,KVK,11705,919,1158,898,459
4,2021,LBK,12926,1377,2404,2260,586
4,2021,MSK,47039,4450,2497,2609,1660
4,2021,OLK,17433,1651,1482,1002,807
4,2021,PAK,9750,1154,3819,3730,539
4,2021,PHA,33352,2890,4504,3199,855
4,2021,PLK,13363,1390,6197,4725,523
4,2021,STC,33981,3368,9627,9493,1518
4,2021,ULK,32913,3057,3620,3887,1377
4,2021,VYS,10809,1133,2089,1742,564
4,2021,ZLK,12942,1355,2205,1964,573
5,2021,HKK,10915,1284,2592,2075,462
5,2021,JHC,13391,1459,3305,3186,595
5,2021,JHM,34108,3181,5420,5893,1483
5,2021,KVK,11228,901,953,919,398
5,2021,LBK,12558,1297,2254,2228,539
5,2021,MSK,45684,3990,3683,3231,1452
5,2021,OLK,16219,1655,2164,1259,691
5,2021,PAK,9057,1191,3956,4508,454
5,2021,PHA,32808,3150,4571,3057,756
5,2021,PLK,12788,1571,5855,7005,463
5,2021,STC,32615,3361,10480,9401,1335
5,2021,ULK,32051,3047,2786,2552,1258
5,2021,VYS,10116,1087,2010,1987,468
5,2021,ZLK,12284,1385,2744,2275,494
6,2021,HKK,10336,1322,2393,2290,410
6,2021,JHC,12504,1499,3757,3142,533
6,2021,JHM,32810,3272,5415,4721,1268
6,2021,KVK,10423,890,1400,1105,339
6,2021,LBK,12070,1302,2459,2151,475
6,2021,MSK,44097,3819,3047,2641,1292
6,2021,OLK,14993,1675,1985,1770,584
6,2021,PAK,8475,1161,4457,4418,382
6,2021,PHA,31905,3009,6920,3043,676
6,2021,PLK,12058,1453,6980,5637,370
6,2021,STC,31301,3405,10075,9599,1159
6,2021,ULK,31099,3052,2987,3774,1146
6,2021,VYS,9609,1182,2589,1658,383
6,2021,ZLK,11622,1422,2771,2278,431
7,2021,HKK,10310,1475,2069,2246,408
7,2021,JHC,12372,1661,2953,2942,552
7,2021,JHM,33014,3731,5912,4673,1289
7,2021,KVK,9955,923,1407,717,314
7,2021,LBK,12058,1370,2432,2156,494
7,2021,MSK,44326,4238,2371,2652,1360
7,2021,OLK,14611,1843,1551,1417,588
7,2021,PAK,8412,1351,3603,2610,377
7,2021,PHA,31917,3321,4533,4365,656
7,2021,PLK,11910,1608,7805,8462,374
7,2021,STC,31200,3855,9375,9459,1153
7,2021,ULK,30573,2959,2512,3097,1095
7,2021,VYS,9902,1506,1778,1480,418
7,2021,ZLK,11618,1630,2228,1713,432
8,2021,HKK,10268,1431,1964,1996,450
8,2021,JHC,12122,1546,3587,3356,565
8,2021,JHM,32815,3465,5181,4480,1393
8,2021,KVK,9379,817,1489,1201,285
8,2021,LBK,12007,1426,2387,1796,543
8,2021,MSK,43976,4042,2861,2619,1447
8,2021,OLK,14218,1804,1778,1682,624
8,2021,PAK,8318,1265,3836,4632,398
8,2021,PHA,31271,3184,6201,5162,669
8,2021,PLK,11732,1543,7154,6118,451
8,2021,STC,30652,3634,10045,9168,1248
8,2021,ULK,29819,2847,2766,2543,1141
8,2021,VYS,9952,1349,2370,2222,506
8,2021,ZLK,11360,1498,2644,2326,481
9,2021,HKK,10158,2131,2187,1971,822
9,2021,JHC,11764,2206,2996,3342,779
9,2021,JHM,32304,4937,5031,5202,2098
9,2021,KVK,9070,1383,1137,1350,519
9,2021,LBK,11659,2031,1883,2341,750
9,2021,MSK,43370,5630,2597,2451,2251
9,2021,OLK,13778,2570,1558,1442,975
9,2021,PAK,8096,1862,2801,4420,665
9,2021,PHA,29926,3847,4555,4109,877
9,2021,PLK,11493,2238,5422,6817,757
9,2021,STC,30148,5461,11031,11763,2024
9,2021,ULK,29616,4573,2611,3082,1929
9,2021,VYS,9809,2038,1613,2187,799
9,2021,ZLK,10951,2028,2003,2151,770
10,2021,HKK,9782,1506,1586,2081,714
10,2021,JHC,11421,1740,2921,3225,723
10,2021,JHM,31200,3370,5576,4893,1941
10,2021,KVK,8612,976,1306,947,522
10,2021,LBK,11352,1596,1474,2281,718
10,2021,MSK,41997,4125,2499,2909,2031
10,2021,OLK,13161,1760,1428,1278,841
10,2021,PAK,7703,1255,3067,3203,578
10,2021,PHA,28242,3073,5200,6797,843
10,2021,PLK,10992,1575,4860,8103,658
10,2021,STC,28935,3612,8346,8254,1891
10,2021,ULK,28626,3081,2534,2492,1847
10,2021,VYS,9309,1172,1758,1695,698
10,2021,ZLK,10357,1355,2105,1959,649
11,2021,HKK,9785,1624,1839,2104,625
11,2021,JHC,11276,1890,3276,2611,574
11,2021,JHM,31048,3790,4863,5237,1792
11,2021,KVK,8250,973,1555,1482,487
11,2021,LBK,11065,1579,1819,2297,669
11,2021,MSK,40900,4075,2476,2927,1833
11,2021,OLK,13026,2066,1573,1647,753
11,2021,PAK,7670,1399,3012,3199,486
11,2021,PHA,26521,2968,5369,8919,757
11,2021,PLK,10816,1661,7222,5237,580
11,2021,STC,27956,3685,8805,13101,1631
11,2021,ULK,27830,3218,2138,2847,1655
11,2021,VYS,9212,1415,1867,2017,603
11,2021,ZLK,10194,1502,2235,2038,548
12,2021,HKK,10622,1918,1612,1838,595
12,2021,JHC,12634,2717,2455,3109,562
12,2021,JHM,33023,4604,4247,3802,1721
12,2021,KVK,8437,1087,855,1267,459
12,2021,LBK,11363,1599,1945,2127,617
12,2021,MSK,42152,4961,2537,2954,1716
12,2021,OLK,14382,2758,1396,1738,740
12,2021,PAK,8783,2073,3387,3147,468
12,2021,PHA,26047,2781,6385,10187,706
12,2021,PLK,11558,2018,6612,4560,550
12,2021,STC,29019,4097,10131,8564,1545
12,2021,ULK,28783,3587,2007,1852,1607
12,2021,VYS,10413,2156,1677,2033,592
12,2021,ZLK,10957,1901,1922,1682,530
1,2022,HKK,11143,2233,2480,1798,556
1,2022,JHC,13667,3243,3534,3120,564
1,2022,JHM,34528,5534,5394,5296,1627
1,2022,KVK,8752,1468,1353,978,426
1,2022,LBK,11525,1969,2618,1537,574
1,2022,MSK,43074,5951,3191,2707,1657
1,2022,OLK,15130,2873,1804,1666,709
1,2022,PAK,9306,2028,4026,3335,446
1,2022,PHA,25817,3742,5562,5811,666
1,2022,PLK,12152,2422,7473,5635,541
1,2022,STC,29707,5040,11447,9087,1456
1,2022,ULK,29832,4581,3327,2528,1566
1,2022,VYS,10963,2171,1765,1624,548
1,2022,ZLK,11480,2293,2259,2579,491
2,2022,HKK,10862,1291,2153,1994,529
2,2022,JHC,13290,1683,3551,3138,538
2,2022,JHM,33960,3346,5622,3839,1658
2,2022,KVK,8626,1010,1794,1620,393
2,2022,LBK,11481,1519,2317,2043,593
2,2022,MSK,42715,3995,3495,2654,1651
2,2022,OLK,14906,1772,1729,1660,679
2,2022,PAK,9263,1299,4352,3894,441
2,2022,PHA,25444,3124,6615,3748,657
2,2022,PLK,11897,1547,6890,5455,546
2,2022,STC,29203,3458,12114,9531,1400
2,2022,ULK,29842,3302,3533,2873,1533
2,2022,VYS,10720,1223,2005,1710,523
2,2022,ZLK,11224,1354,2392,2166,484
3,2022,HKK,10483,1451,2010,2094,527
3,2022,JHC,11836,1616,3249,4076,521
3,2022,JHM,32586,3383,6761,6142,1624
3,2022,KVK,8282,1027,2096,1588,372
3,2022,LBK,11141,1562,3192,3957,566
3,2022,MSK,41410,4220,4881,4058,1596
3,2022,OLK,14271,1978,2737,1765,664
3,2022,PAK,8687,1326,3685,3744,431
3,2022,PHA,24612,3048,6823,4685,680
3,2022,PLK,11164,1672,6202,8788,521
3,2022,STC,28174,3850,8491,11799,1355
3,2022,ULK,29586,3576,3458,4308,1526
3,2022,VYS,9955,1280,1658,1774,515
3,2022,ZLK,10686,1450,2867,3081,449
4,2022,HKK,9984,1385,1224,1356,516
4,2022,JHC,10735,1628,1622,1863,497
4,2022,JHM,31291,3310,3273,3385,1577
4,2022,KVK,7888,925,639,859,346
4,2022,LBK,10995,1578,942,1421,535
