month,year,kraj,bilance
8,2023,STC,-5.628
8,2023,JHM,-5.628
8,2023,PLK,-5.628
8,2023,HKK,-5.628
8,2023,VYS,-5.628
8,2023,KVK,-5.628
8,2023,LBK,-5.628
8,2023,PAK,-5.628
8,2023,MSK,-5.628
8,2023,OLK,-5.628
8,2023,ULK,-5.628
8,2023,ZLK,-5.628
8,2023,JHC,-5.628
9,2023,PHA,11.874
9,2023,STC,11.874
9,2023,JHM,11.874
9,2023,PLK,11.874
9,2023,HKK,11.874
9,2023,VYS,11.874
9,2023,KVK,11.874
9,2023,LBK,11.874
9,2023,PAK,11.874
9,2023,MSK,11.874
9,2023,OLK,11.874
9,2023,ULK,11.874
9,2023,ZLK,11.874
9,2023,JHC,11.874
